mandature_id,institution,mandature,mandature_start_date,mandature_end_date,wikidata_qid,person_id,last_name,first_name,birth_date,death_date,department,group,mandat_start_date,mandat_end_date,mandat_duration,sycomore_id,senat_id,wikidata_qid.1
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,de moro giafferi_1878-06-06,de Moro Giafferi,Vincent,1878-06-06,1956-11-22,Corse,Républicain socialiste,1919-11-16,1924-05-31,1658.0,5431,,Q365259
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,de moro giafferi_1878-06-06,de Moro Giafferi,Vincent,1878-06-06,1956-11-22,Corse,Républicain socialiste et socialiste français,1924-05-11,1928-05-31,1481.0,5431,,Q365259
gouv_briand_10,gouvernement,Gouvernement Briand X,1926-06-23,1926-07-17,#REF!,guillaumat_1863-01-04,Guillaumat,Adolphe,1863-01-04,1940-05-18,Ministre de la Guerre,,,,,,,Q365740
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Seine,Républicains radicaux-socialistes,1910-05-08,1914-05-31,1484.0,5219,messimy_adolphe0021r3,Q365771
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Ain,Parti républicain radical et radical socialiste,1914-04-26,1919-12-07,2051.0,5219,messimy_adolphe0021r3,Q365771
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Seine,Radical-socialiste,1902-05-11,1906-05-31,1481.0,5219,messimy_adolphe0021r3,Q365771
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Seine,Gauche radicale-socialiste,1906-05-20,1910-05-31,1472.0,5219,messimy_adolphe0021r3,Q365771
gouv_caillaux,gouvernement,Gouvernement Caillaux,1911-06-27,1912-01-14,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Ministre de la Guerre,,,,,5219,messimy_adolphe0021r3,Q365771
gouv_monis,gouvernement,Gouvernement Monis,1911-03-02,1911-06-23,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Ministre des Colonies,,,,,5219,messimy_adolphe0021r3,Q365771
gouv_viviani_1,gouvernement,Gouvernement Viviani I,1914-06-13,1914-08-26,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Ministre de la Guerre,,,,,5219,messimy_adolphe0021r3,Q365771
senat_1921,senat,Élections sénatoriales de 1921,1921-01-09,,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Ain,,1923-06-10,1930-01-13,2409.0,5219,messimy_adolphe0021r3,Q365771
senat_1929,senat,Élections sénatoriales de 1929,1929-10-20,,#REF!,messimy_1869-01-31,Messimy,Adolphe,1869-01-31,1935-09-01,Ain,,1930-01-14,1945-10-21,5759.0,5219,messimy_adolphe0021r3,Q365771
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,pinard_1844-02-04,Pinard,Adolphe,1844-02-04,1934-03-01,Seine,Parti radical et radical socialiste,1919-11-16,1924-05-31,1658.0,5938,,Q365798
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,pinard_1844-02-04,Pinard,Adolphe,1844-02-04,1934-03-01,Seine,Radical et radical-socialiste,1924-05-11,1928-05-31,1481.0,5938,,Q365798
senat_1879,senat,Élections sénatoriales de 1879,1879-01-05,,#REF!,wurtz_1817-11-26,WURTZ,Charles-Adolphe,1817-11-26,1884-05-12,Inamovible,,1881-07-07,1884-05-12,1040.0,,wurtz_charles_adolphe1546r3,Q366051
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,marty_1886-11-06,Marty,André,1886-11-06,1956-11-22,Seine-et-Oise,Communiste,1924-05-11,1928-05-31,1481.0,5056,,Q369785
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,marty_1886-11-06,Marty,André,1886-11-06,1956-11-22,Seine,Communiste,1929-02-03,1932-05-31,1213.0,5056,,Q369785
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,marty_1886-11-06,Marty,André,1886-11-06,1956-11-22,Seine,Communiste,1936-04-26,1940-01-21,1365.0,5056,,Q369785
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,lefèvre_1833-08-15,Lefèvre,"Ernest, François",1833-08-15,1889-11-09,Seine,Extrême-gauche,1881-12-04,1885-10-14,1410.0,7981,,Q3732116
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,lefèvre_1833-08-15,Lefèvre,"Ernest, François",1833-08-15,1889-11-09,Seine,Gauche radicale,1885-10-18,1889-10-14,1457.0,7981,,Q3732116
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,fournier-sarlovèze_1869-01-14,Fournier-Sarlovèze,Robert,1869-01-14,1937-07-18,Oise,Républicain progressiste,1910-04-24,1914-05-31,1498.0,3098,,Q37391
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,fournier-sarlovèze_1869-01-14,Fournier-Sarlovèze,Robert,1869-01-14,1937-07-18,Oise,Entente républicaine démocratique,1919-11-16,1924-05-31,1658.0,3098,,Q37391
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,fournier-sarlovèze_1869-01-14,Fournier-Sarlovèze,Robert,1869-01-14,1937-07-18,Oise,Union républicaine démocratique,1924-05-11,1928-05-31,1481.0,3098,,Q37391
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,fournier-sarlovèze_1869-01-14,Fournier-Sarlovèze,Robert,1869-01-14,1937-07-18,Oise,Union républicaine démocratique,1928-04-29,1932-05-31,1493.0,3098,,Q37391
senat_1912,senat,Élections sénatoriales de 1912,1912-01-07,,#REF!,bérenger_1867-04-22,Bérenger,Henry,1867-04-22,1952-05-18,Guadeloupe,,1912-01-07,1921-01-08,3289.0,,berenger_henry0845r3,Q377169
senat_1921,senat,Élections sénatoriales de 1921,1921-01-09,,#REF!,bérenger_1867-04-22,Bérenger,Henry,1867-04-22,1952-05-18,Guadeloupe,,1921-01-09,1930-01-13,3291.0,,berenger_henry0845r3,Q377169
senat_1929,senat,Élections sénatoriales de 1929,1929-10-20,,#REF!,bérenger_1867-04-22,Bérenger,Henry,1867-04-22,1952-05-18,Guadeloupe,,1930-01-14,1939-01-09,3282.0,,berenger_henry0845r3,Q377169
senat_1938,senat,Élections sénatoriales de 1938,1938-10-23,,#REF!,bérenger_1867-04-22,Bérenger,Henry,1867-04-22,1952-05-18,Guadeloupe,,1939-01-10,1945-10-21,2476.0,,berenger_henry0845r3,Q377169
gouv_clemenceau_2,gouvernement,Gouvernement Clemenceau II,1917-11-16,1920-01-18,#REF!,bérenger_1867-04-22,Bérenger,Henry,1867-04-22,1952-05-18,Commissaire général aux Essences et Combustibles,,,,,,berenger_henry0845r3,Q377169
gouv_millerand_1,gouvernement,Gouvernement Millerand I,1920-01-20,1920-02-18,#REF!,bérenger_1867-04-22,Bérenger,Henry,1867-04-22,1952-05-18,Commissaire général aux Essences et Combustibles,,,,,,berenger_henry0845r3,Q377169
gouv_millerand_2,gouvernement,Gouvernement Millerand II,1920-02-18,1920-09-23,#REF!,bérenger_1867-04-22,Bérenger,Henry,1867-04-22,1952-05-18,Commissaire général aux Essences et Combustibles,,,,,,berenger_henry0845r3,Q377169
senat_1876,senat,Élections sénatoriales de 1876,1876-01-27,,#REF!,tailhand_1810-07-01,TAILHAND,Adrien,1810-07-01,1889-01-08,Ardèche,,1876-01-30,1885-01-24,3282.0,,tailhand_adrien0137r3,Q377194
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,duclos_1896-10-02,Duclos,Jacques,1896-10-02,1975-04-25,Seine,Communiste,1926-03-28,1928-05-31,795.0,2652,,Q377790
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,duclos_1896-10-02,Duclos,Jacques,1896-10-02,1975-04-25,Seine,Communiste,1928-04-29,1932-05-31,1493.0,2652,,Q377790
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,saint-venant_1868-04-23,Saint-Venant,Charles,1868-04-23,1926-05-16,Nord,Parti socialiste,1919-11-16,1924-05-31,1658.0,6233,,Q37793124
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,saint-venant_1868-04-23,Saint-Venant,Charles,1868-04-23,1926-05-16,Nord,Parti socialiste,1924-05-11,1926-05-16,735.0,6233,,Q37793124
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,guesde_1845-11-11,Guesde,Jules,1845-11-11,1922-07-28,Nord,Parti socialiste,1910-04-24,1914-05-31,1498.0,3638,,Q379699
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,guesde_1845-11-11,Guesde,Jules,1845-11-11,1922-07-28,Nord,Parti socialiste,1914-04-26,1919-12-07,2051.0,3638,,Q379699
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,guesde_1845-11-11,Guesde,Jules,1845-11-11,1922-07-28,Nord,Parti socialiste,1919-11-16,1922-07-28,985.0,3638,,Q379699
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,guesde_1845-11-11,Guesde,Jules,1845-11-11,1922-07-28,Nord,,1893-08-20,1898-05-31,1745.0,3638,,Q379699
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,guesde_1845-11-11,Guesde,Jules,1845-11-11,1922-07-28,Nord,Socialistes unifiés,1906-05-06,1910-05-31,1486.0,3638,,Q379699
gouv_briand_5,gouvernement,Gouvernement Briand V,1915-10-29,1916-12-12,#REF!,guesde_1845-11-11,Guesde,Jules,1845-11-11,1922-07-28,Ministre d'État,,,,,3638,,Q379699
gouv_viviani_2,gouvernement,Gouvernement Viviani II,1914-08-26,1915-10-28,#REF!,guesde_1845-11-11,Guesde,Jules,1845-11-11,1922-07-28,Ministre sans portefeuille,,,,,3638,,Q379699
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,gouin_1884-10-04,Gouin,"Félix, Jean",1884-10-04,1977-10-25,Bouches-du-Rhône,Parti socialiste,1924-05-11,1928-05-31,1481.0,3496,,Q381187
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,gouin_1884-10-04,Gouin,"Félix, Jean",1884-10-04,1977-10-25,Bouches-du-Rhône,Parti socialiste,1928-04-29,1932-05-31,1493.0,3496,,Q381187
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,gouin_1884-10-04,Gouin,"Félix, Jean",1884-10-04,1977-10-25,Bouches-du-Rhône,Parti socialiste,1932-05-01,1936-05-31,1491.0,3496,,Q381187
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,carquet_1845-10-12,Carquet,Francis,1845-10-12,1899-07-23,Savoie,Républicain,1889-09-22,1893-10-14,1483.0,1462,,Q38118958
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,carquet_1845-10-12,Carquet,Francis,1845-10-12,1899-07-23,Savoie,Républicain,1893-08-20,1898-05-31,1745.0,1462,,Q38118958
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,carquet_1845-10-12,Carquet,Francis,1845-10-12,1899-07-23,Savoie,Républicain,1898-05-08,1899-07-25,443.0,1462,,Q38118958
senat_1921,senat,Élections sénatoriales de 1921,1921-01-09,,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Creuse,,1922-10-15,1925-09-06,1057.0,7368,viviani_rene0627r3,Q431074
gouv_briand_1,gouvernement,Gouvernement Briand I,1909-07-24,1910-11-03,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Ministre du Travail,,,,,7368,viviani_rene0627r3,Q431074
gouv_briand_5,gouvernement,Gouvernement Briand V,1915-10-29,1916-12-12,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Ministre de la Justice,,,,,7368,viviani_rene0627r3,Q431074
gouv_briand_5,gouvernement,Gouvernement Briand V,1915-10-29,1916-12-12,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Vice-président du conseil,,,,,7368,viviani_rene0627r3,Q431074
gouv_briand_6,gouvernement,Gouvernement Briand VI,1916-12-12,1917-03-20,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,"Ministre de la Justice, de l'Instruction publique et des Beaux-Arts",,,,,7368,viviani_rene0627r3,Q431074
gouv_clemenceau_1,gouvernement,Gouvernement Clemenceau I,1906-10-25,1909-07-20,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Ministre du Travail et de la Prévoyance sociale,,,,,7368,viviani_rene0627r3,Q431074
gouv_doumergue_1,gouvernement,Gouvernement Doumergue I,1913-12-22,1914-06-02,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Ministre de l'Instruction publique et des Beaux-Arts,,,,,7368,viviani_rene0627r3,Q431074
gouv_ribot_5,gouvernement,Gouvernement Ribot V,1917-03-20,1917-09-07,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Ministre de la Justice,,,,,7368,viviani_rene0627r3,Q431074
gouv_viviani_1,gouvernement,Gouvernement Viviani I,1914-06-13,1914-08-26,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Ministre des Affaires étrangères,,,,,7368,viviani_rene0627r3,Q431074
gouv_viviani_1,gouvernement,Gouvernement Viviani I,1914-06-13,1914-08-26,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Président du Conseil,,,,,7368,viviani_rene0627r3,Q431074
gouv_viviani_2,gouvernement,Gouvernement Viviani II,1914-08-26,1915-10-28,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Président du Conseil,,,,,7368,viviani_rene0627r3,Q431074
gouv_viviani_2,gouvernement,Gouvernement Viviani II,1914-08-26,1915-10-28,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Président du Conseil et ministre des Affaires étrangères,,,,,7368,viviani_rene0627r3,Q431074
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Creuse,Républicain socialiste,1910-04-24,1914-05-31,1498.0,7368,viviani_rene0627r3,Q431074
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Creuse,Républicain socialiste,1914-04-26,1919-12-07,2051.0,7368,viviani_rene0627r3,Q431074
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Creuse,Républicain socialiste,1919-11-16,1924-05-31,1658.0,7368,viviani_rene0627r3,Q431074
chambre_6,chambre,VIe législature de la Troisième République,1893-10-15,1898-05-31,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Seine,,1893-09-03,1898-05-31,1731.0,7368,viviani_rene0627r3,Q431074
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Seine,,1898-05-08,1902-05-31,1483.0,7368,viviani_rene0627r3,Q431074
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,viviani_1863-11-08,Viviani,René,1863-11-08,1925-09-07,Seine,Socialistes parlementaires,1906-05-20,1910-05-31,1472.0,7368,viviani_rene0627r3,Q431074
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,berthézenne_1871-01-30,Berthézenne,Charles,1871-01-30,1942-06-11,Gard,Républicain socialiste,1928-04-29,1932-05-31,1493.0,727,,Q43364
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,berthézenne_1871-01-30,Berthézenne,Charles,1871-01-30,1942-06-11,Gard,Parti républicain socialiste,1932-05-08,1936-05-31,1484.0,727,,Q43364
chambre_3,chambre,IIIe législature de la Troisième République,1881-10-28,1885-11-09,#REF!,noël-parfait_1813-12-30,Noël-Parfait,Noël Parfait dit,1813-12-30,1896-11-19,Eure-et-Loir,Union républicaine,1881-08-21,1885-10-14,1515.0,5568,,Q4346129
chambre_4,chambre,IVe législature de la Troisième République,1885-11-10,1889-11-11,#REF!,noël-parfait_1813-12-30,Noël-Parfait,Noël Parfait dit,1813-12-30,1896-11-19,Eure-et-Loir,Républicains de gauche,1885-10-04,1889-10-14,1471.0,5568,,Q4346129
chambre_5,chambre,Ve législature de la Troisième République,1889-11-12,1893-10-14,#REF!,noël-parfait_1813-12-30,Noël-Parfait,Noël Parfait dit,1813-12-30,1896-11-19,Eure-et-Loir,Républicains de gauche,1889-10-06,1893-10-14,1469.0,5568,,Q4346129
senat_1876,senat,Élections sénatoriales de 1876,1876-01-27,,#REF!,de broglie_1821-06-13,de BROGLIE,Jacques,1821-06-13,1901-01-19,Eure,,1876-01-30,1885-01-24,3282.0,,de_broglie_jacques0753r3,Q434932
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,marie_1897-12-03,Marie,André,1897-12-03,1974-06-12,Seine-Inférieure,Républicain radical et radical-socialiste,1928-04-29,1932-05-31,1493.0,4997,,Q440565
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,marie_1897-12-03,Marie,André,1897-12-03,1974-06-12,Seine-Inférieure,Républicain radical et radical-socialiste,1932-05-01,1936-05-31,1491.0,4997,,Q440565
gouv_daladier_2,gouvernement,Gouvernement Daladier II,1934-01-30,1934-02-07,#REF!,marie_1897-12-03,Marie,André,1897-12-03,1974-06-12,Sous-secrétaire d’État à la Présidence du Conseil et aux Affaires étrangères chargé des Affaires étrangères,,,,,4997,,Q440565
gouv_sarraut_1,gouvernement,Gouvernement Sarraut I,1933-10-26,1933-11-23,#REF!,marie_1897-12-03,Marie,André,1897-12-03,1974-06-12,Sous-secrétaire d’État à la Présidence du Conseil et à la Marine chargé de la Présidence du conseil,,,,,4997,,Q440565
senat_1876,senat,Élections sénatoriales de 1876,1876-01-27,,#REF!,de chabaud-latour_1804-01-26,de CHABAUD-LATOUR,François,1804-01-26,1885-06-10,Inamovible,,1877-11-15,1885-06-10,2764.0,,de_chabaud_latour_francois1448r3,Q44119
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,monnerville_1897-01-02,Monnerville,Gaston,1897-01-02,1991-11-07,Guyane,Républicain radical et radical-socialiste,1932-05-08,1936-05-31,1484.0,5348,,Q443841
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,monnerville_1897-01-02,Monnerville,Gaston,1897-01-02,1991-11-07,Guyane,Républicain radical et radical-socialiste,1936-04-26,1942-05-31,2226.0,5348,,Q443841
gouv_chautemps_3,gouvernement,Gouvernement Chautemps III,1937-06-23,1938-01-14,#REF!,monnerville_1897-01-02,Monnerville,Gaston,1897-01-02,1991-11-07,Sous-secrétaire d’État aux Colonies,,,,,5348,,Q443841
gouv_chautemps_4,gouvernement,Gouvernement Chautemps IV,1938-01-18,1938-03-10,#REF!,monnerville_1897-01-02,Monnerville,Gaston,1897-01-02,1991-11-07,Sous-secrétaire d’État aux Colonies,,,,,5348,,Q443841
chambre_10,chambre,Xe législature de la Troisième République,1910-06-01,1914-05-31,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Sarthe,Gauche radicale,1910-04-24,1914-05-31,1498.0,1366,caillaux_joseph1254r3,Q450463
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Sarthe,Parti républicain radical et radical socialiste,1914-04-26,1919-12-07,2051.0,1366,caillaux_joseph1254r3,Q450463
chambre_7,chambre,VIIe législature de la Troisième République,1898-06-01,1902-05-31,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Sarthe,,1898-05-08,1902-05-31,1483.0,1366,caillaux_joseph1254r3,Q450463
chambre_8,chambre,VIIIe législature de la Troisième République,1902-06-01,1906-05-31,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Sarthe,Union démocratique,1902-04-27,1906-05-31,1495.0,1366,caillaux_joseph1254r3,Q450463
chambre_9,chambre,IXe législature de la Troisième République,1906-06-01,1910-05-31,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Sarthe,Union démocratique,1906-05-06,1910-05-31,1486.0,1366,caillaux_joseph1254r3,Q450463
gouv_bouisson,gouvernement,Gouvernement Bouisson,1935-06-01,1935-06-07,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Ministre des Finances,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_briand_10,gouvernement,Gouvernement Briand X,1926-06-23,1926-07-17,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Ministre des Finances,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_briand_10,gouvernement,Gouvernement Briand X,1926-06-23,1926-07-17,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Vice-président du Conseil,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_caillaux,gouvernement,Gouvernement Caillaux,1911-06-27,1912-01-14,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Ministre de l'Intérieur et des Cultes,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_caillaux,gouvernement,Gouvernement Caillaux,1911-06-27,1912-01-14,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Président du Conseil,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_clemenceau_1,gouvernement,Gouvernement Clemenceau I,1906-10-25,1909-07-20,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Ministre des Finances,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_doumergue_1,gouvernement,Gouvernement Doumergue I,1913-12-22,1914-06-02,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Ministre des Finances,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_monis,gouvernement,Gouvernement Monis,1911-03-02,1911-06-23,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Ministre des Finances,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_painleve_2,gouvernement,Gouvernement Painlevé II,1925-04-17,1925-10-27,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Ministre des Finances,,,,,1366,caillaux_joseph1254r3,Q450463
gouv_waldeck_rousseau,gouvernement,Gouvernement Waldeck-Rousseau,1899-06-22,1902-06-03,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Ministre des Finances,,,,,1366,caillaux_joseph1254r3,Q450463
senat_1924,senat,Élections sénatoriales de 1924,1924-01-06,,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Sarthe,,1925-07-12,1927-01-08,545.0,1366,caillaux_joseph1254r3,Q450463
senat_1927,senat,Élections sénatoriales de 1927,1927-01-09,,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Sarthe,,1927-01-09,1936-01-13,3291.0,1366,caillaux_joseph1254r3,Q450463
senat_1935,senat,Élections sénatoriales de 1935,1935-10-20,,#REF!,caillaux_1863-03-30,Caillaux,Joseph,1863-03-30,1944-11-21,Sarthe,,1936-01-14,1945-10-21,3568.0,1366,caillaux_joseph1254r3,Q450463
chambre_11,chambre,XIe législature de la Troisième République,1914-06-01,1919-12-07,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Corrèze,Parti républicain radical et radical socialiste,1914-05-10,1919-12-07,2037.0,6554,queuille_henri0469r3,Q455655
chambre_12,chambre,XIIe législature de la Troisième République,1919-12-08,1924-05-31,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Corrèze,Parti radical et radical socialiste,1919-11-16,1924-05-31,1658.0,6554,queuille_henri0469r3,Q455655
chambre_13,chambre,XIIIe législature de la Troisième République,1924-06-01,1928-05-31,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Corrèze,Radical et radical-socialiste,1924-05-11,1928-05-31,1481.0,6554,queuille_henri0469r3,Q455655
chambre_14,chambre,XIVe législature de la Troisième République,1928-06-01,1932-05-31,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Corrèze,Républicain radical et radical-socialiste,1928-04-29,1932-05-31,1493.0,6554,queuille_henri0469r3,Q455655
chambre_15,chambre,XVe législature de la Troisième République,1932-06-01,1936-05-31,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Corrèze,Républicain radical et radical-socialiste,1932-05-01,1936-05-31,1491.0,6554,queuille_henri0469r3,Q455655
gouv_chautemps_1,gouvernement,Gouvernement Chautemps I,1930-02-21,1930-02-25,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Ministre de l'Agriculture,,,,,6554,queuille_henri0469r3,Q455655
gouv_chautemps_2,gouvernement,Gouvernement Chautemps II,1933-11-26,1934-01-27,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Ministre de l'Agriculture,,,,,6554,queuille_henri0469r3,Q455655
gouv_chautemps_3,gouvernement,Gouvernement Chautemps III,1937-06-23,1938-01-14,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Ministre des Travaux publics,,,,,6554,queuille_henri0469r3,Q455655
gouv_chautemps_4,gouvernement,Gouvernement Chautemps IV,1938-01-18,1938-03-10,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Ministre des Travaux publics,,,,,6554,queuille_henri0469r3,Q455655
gouv_daladier_1,gouvernement,Gouvernement Daladier I,1933-01-30,1933-10-24,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Ministre de l'Agriculture,,,,,6554,queuille_henri0469r3,Q455655
gouv_daladier_2,gouvernement,Gouvernement Daladier II,1934-01-30,1934-02-07,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Ministre de l'Agriculture,,,,,6554,queuille_henri0469r3,Q455655
gouv_daladier_3,gouvernement,Gouvernement Daladier III,1938-04-10,1939-05-11,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Ministre de l'Agriculture,,,,,6554,queuille_henri0469r3,Q455655
gouv_daladier_4,gouvernement,Gouvernement Daladier IV,1939-05-11,1939-09-13,#REF!,queuille_1884-03-31,Queuille,Henri,1884-03-31,1970-06-15,Ministre de l'Agriculture,,,,,6554,queuille_henri0469r3,Q455655
