nom,prenom,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Foucher,Octave,Indre-et-Loire Groupe Gauche radicale-socialiste,27 juin 1909,31 mai 1910,5 février 1862,15 décembre 1933,3072,https://www2.assemblee-nationale.fr/sycomore/fiche/3072
Foucher,Octave,Indre-et-Loire Groupe Républicains radicaux-socialistes,24 avril 1910,31 mai 1914,5 février 1862,15 décembre 1933,3072,https://www2.assemblee-nationale.fr/sycomore/fiche/3072
Foucher,Octave,Indre-et-Loire Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,5 février 1862,15 décembre 1933,3072,https://www2.assemblee-nationale.fr/sycomore/fiche/3072
Fougeirol,Edouard-Auguste,Ardèche,24 juin 1883,14 octobre 1885,9 avril 1843,12 août 1912,3076,https://www2.assemblee-nationale.fr/sycomore/fiche/3076
Fougeirol,Edouard-Auguste,Ardèche Groupe Union républicaine,14 février 1886,14 octobre 1889,9 avril 1843,12 août 1912,3076,https://www2.assemblee-nationale.fr/sycomore/fiche/3076
Fougeirol,Edouard-Auguste,Ardèche Groupe Union républicaine,22 septembre 1889,14 octobre 1893,9 avril 1843,12 août 1912,3076,https://www2.assemblee-nationale.fr/sycomore/fiche/3076
Fougeirol,Edouard-Auguste,Ardèche Groupe Union républicaine,20 août 1893,25 mars 1896,9 avril 1843,12 août 1912,3076,https://www2.assemblee-nationale.fr/sycomore/fiche/3076
Fougère,Etienne,Loire Groupe Républicains de gauche,22 avril 1928,31 mai 1932,4 janvier 1871,14 avril 1944,3077,https://www2.assemblee-nationale.fr/sycomore/fiche/3077
Fougère,Henri,Indre Groupe Républicain progressiste,24 avril 1910,31 mai 1914,4 juin 1882,12 juillet 1968,3078,https://www2.assemblee-nationale.fr/sycomore/fiche/3078
Fougère,Henri,Indre Groupe Non inscrit,26 avril 1914,7 décembre 1919,4 juin 1882,12 juillet 1968,3078,https://www2.assemblee-nationale.fr/sycomore/fiche/3078
Fougère,Henri,Indre Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,4 juin 1882,12 juillet 1968,3078,https://www2.assemblee-nationale.fr/sycomore/fiche/3078
Fougère,Henri,Indre Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,4 juin 1882,12 juillet 1968,3078,https://www2.assemblee-nationale.fr/sycomore/fiche/3078
Fougère,Henri,Indre Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,4 juin 1882,12 juillet 1968,3078,https://www2.assemblee-nationale.fr/sycomore/fiche/3078
Fougère,Henri,Indre Groupe Fédération républicaine,8 mai 1932,31 mai 1936,4 juin 1882,12 juillet 1968,3078,https://www2.assemblee-nationale.fr/sycomore/fiche/3078
Fouilland,Georges,Loire Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,4 octobre 1900,14 janvier 1944,3079,https://www2.assemblee-nationale.fr/sycomore/fiche/3079
Fould,Achille,Hautes-Pyrénées Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,19 septembre 1890,4 octobre 1969,3080,https://www2.assemblee-nationale.fr/sycomore/fiche/3080
Fould,Achille,Hautes-Pyrénées Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,19 septembre 1890,4 octobre 1969,3080,https://www2.assemblee-nationale.fr/sycomore/fiche/3080
Fould,Achille,Hautes-Pyrénées Groupe Union républicaine démocratique,22 avril 1928,31 mai 1932,19 septembre 1890,4 octobre 1969,3080,https://www2.assemblee-nationale.fr/sycomore/fiche/3080
Fould,Achille,Hautes-Pyrénées Groupe Députés du centre républicain,1 mai 1932,31 mai 1936,19 septembre 1890,4 octobre 1969,3080,https://www2.assemblee-nationale.fr/sycomore/fiche/3080
Fould,Achille,Hautes-Pyrénées Groupe Alliance des républicains de gauche et des radicaux indépendants,26 avril 1936,31 mai 1942,19 septembre 1890,4 octobre 1969,3080,https://www2.assemblee-nationale.fr/sycomore/fiche/3080
Fould,Achille,Hautes-Pyrénées Groupe Union démocratique,22 septembre 1889,14 octobre 1893,10 août 1861,15 février 1926,3081,https://www2.assemblee-nationale.fr/sycomore/fiche/3081
Fould,Achille,Hautes-Pyrénées Groupe Union démocratique,20 août 1893,31 mai 1898,10 août 1861,15 février 1926,3081,https://www2.assemblee-nationale.fr/sycomore/fiche/3081
Fould,Achille,Hautes-Pyrénées Groupe Union démocratique,22 mai 1898,31 mai 1902,10 août 1861,15 février 1926,3081,https://www2.assemblee-nationale.fr/sycomore/fiche/3081
Fould,Achille,Hautes-Pyrénées Groupe Gauche radicale,5 avril 1903,31 mai 1906,10 août 1861,15 février 1926,3081,https://www2.assemblee-nationale.fr/sycomore/fiche/3081
Foulon,Maurice,Seine Groupe Députés indépendants,29 avril 1928,31 mai 1932,16 septembre 1886,22 février 1968,3082,https://www2.assemblee-nationale.fr/sycomore/fiche/3082
Foulon,Maurice,Seine Groupe Non inscrit,8 mai 1932,31 mai 1936,16 septembre 1886,22 février 1968,3082,https://www2.assemblee-nationale.fr/sycomore/fiche/3082
Fouquet,"Louis, Camille",Eure Groupe Union des Droites,4 octobre 1885,14 octobre 1889,13 janvier 1841,3 décembre 1912,3084,https://www2.assemblee-nationale.fr/sycomore/fiche/3084
Fouquet,"Louis, Camille",Eure Groupe Union des Droites,22 septembre 1889,14 octobre 1893,13 janvier 1841,3 décembre 1912,3084,https://www2.assemblee-nationale.fr/sycomore/fiche/3084
Fouquet,"Louis, Camille",Eure Groupe Union des Droites,20 août 1893,31 mai 1898,13 janvier 1841,3 décembre 1912,3084,https://www2.assemblee-nationale.fr/sycomore/fiche/3084
Fouquet,"Louis, Camille",Eure Groupe Union des Droites,8 mai 1898,31 mai 1902,13 janvier 1841,3 décembre 1912,3084,https://www2.assemblee-nationale.fr/sycomore/fiche/3084
Fouquet,"Louis, Camille",Eure Groupe Indépendants,27 avril 1902,31 mai 1906,13 janvier 1841,3 décembre 1912,3084,https://www2.assemblee-nationale.fr/sycomore/fiche/3084
Fouquet,"Louis, Camille",Eure Groupe Non inscrit,6 mai 1906,31 mai 1910,13 janvier 1841,3 décembre 1912,3084,https://www2.assemblee-nationale.fr/sycomore/fiche/3084
Fouquet,"Louis, Camille",Eure Groupe Députés indépendants,24 avril 1910,3 décembre 1912,13 janvier 1841,3 décembre 1912,3084,https://www2.assemblee-nationale.fr/sycomore/fiche/3084
Fouquet,"Charles, Félix, Michel",Aisne Groupe Centre gauche,8 février 1871,7 mars 1876,10 novembre 1825,14 février 1904,3085,https://www2.assemblee-nationale.fr/sycomore/fiche/3085
Fouquet,"Charles, Félix, Michel",Aisne Groupe Centre gauche,20 février 1876,25 juin 1877,10 novembre 1825,14 février 1904,3085,https://www2.assemblee-nationale.fr/sycomore/fiche/3085
Fouquet,"Charles, Félix, Michel",Aisne Groupe Centre gauche,14 octobre 1877,14 octobre 1881,10 novembre 1825,14 février 1904,3085,https://www2.assemblee-nationale.fr/sycomore/fiche/3085
Fouquet,"Charles, Félix, Michel",Aisne Groupe Centre gauche,21 août 1881,14 octobre 1885,10 novembre 1825,14 février 1904,3085,https://www2.assemblee-nationale.fr/sycomore/fiche/3085
Fouquier,Henri,Basses-Alpes,22 septembre 1889,14 octobre 1893,1 septembre 1838,25 décembre 1901,3086,https://www2.assemblee-nationale.fr/sycomore/fiche/3086
Pavant,François Fourcault de,Seine-et-Oise Groupe Républicains indépendants et d'action sociale,3 mai 1936,31 mai 1942,11 mars 1896,28 janvier 1965,3089,https://www2.assemblee-nationale.fr/sycomore/fiche/3089
Fourès,Louis,Seine Groupe Députés du centre républicain,8 mai 1932,31 mai 1936,9 février 1879,20 juillet 1940,3090,https://www2.assemblee-nationale.fr/sycomore/fiche/3090
Fourment,Gustave,Var Groupe Parti socialiste,8 mai 1910,31 mai 1914,4 mai 1869,21 novembre 1940,3093,https://www2.assemblee-nationale.fr/sycomore/fiche/3093
Fourment,Gustave,Var Groupe Parti socialiste,26 avril 1914,7 décembre 1919,4 mai 1869,21 novembre 1940,3093,https://www2.assemblee-nationale.fr/sycomore/fiche/3093
Fournier,Albert,Seine Groupe Communiste,28 mars 1926,31 mai 1928,8 mars 1882,7 juillet 1971,3096,https://www2.assemblee-nationale.fr/sycomore/fiche/3096
Fournier,François,Gard,3 février 1901,31 mai 1902,14 août 1866,27 mai 1941,3097,https://www2.assemblee-nationale.fr/sycomore/fiche/3097
Fournier,François,Gard Groupe Socialistes parlementaires,11 mai 1902,31 mai 1906,14 août 1866,27 mai 1941,3097,https://www2.assemblee-nationale.fr/sycomore/fiche/3097
Fournier,François,Gard Groupe Socialistes unifiés,20 mai 1906,31 mai 1910,14 août 1866,27 mai 1941,3097,https://www2.assemblee-nationale.fr/sycomore/fiche/3097
Fournier,François,Gard Groupe Républicain socialiste,8 mai 1910,31 mai 1914,14 août 1866,27 mai 1941,3097,https://www2.assemblee-nationale.fr/sycomore/fiche/3097
Fournier,François,Gard Groupe Républicain socialiste,10 mai 1914,7 décembre 1919,14 août 1866,27 mai 1941,3097,https://www2.assemblee-nationale.fr/sycomore/fiche/3097
Fournier-Sarlovèze,Robert,Oise Groupe Républicain progressiste,24 avril 1910,31 mai 1914,14 janvier 1869,18 juillet 1937,3098,https://www2.assemblee-nationale.fr/sycomore/fiche/3098
Fournier-Sarlovèze,Robert,Oise Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,14 janvier 1869,18 juillet 1937,3098,https://www2.assemblee-nationale.fr/sycomore/fiche/3098
Fournier-Sarlovèze,Robert,Oise Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,14 janvier 1869,18 juillet 1937,3098,https://www2.assemblee-nationale.fr/sycomore/fiche/3098
Fournier-Sarlovèze,Robert,Oise Groupe Union républicaine démocratique,29 avril 1928,31 mai 1932,14 janvier 1869,18 juillet 1937,3098,https://www2.assemblee-nationale.fr/sycomore/fiche/3098
Fournière,Eugène,Aisne,8 mai 1898,31 mai 1902,31 mai 1857,6 janvier 1914,3099,https://www2.assemblee-nationale.fr/sycomore/fiche/3099
Babaud-Lacroze,"Antoine, Pierre, Alfred, François",Charente Groupe Républicain,19 octobre 1890,14 octobre 1893,29 novembre 1846,20 juin 1930,310,https://www2.assemblee-nationale.fr/sycomore/fiche/310
Babaud-Lacroze,"Antoine, Pierre, Alfred, François",Charente Groupe Républicains,20 août 1893,31 mai 1898,29 novembre 1846,20 juin 1930,310,https://www2.assemblee-nationale.fr/sycomore/fiche/310
Babaud-Lacroze,"Antoine, Pierre, Alfred, François",Charente Groupe Républicains,8 mai 1898,31 mai 1902,29 novembre 1846,20 juin 1930,310,https://www2.assemblee-nationale.fr/sycomore/fiche/310
Babaud-Lacroze,"Antoine, Pierre, Alfred, François",Charente Groupe Union démocratique,27 avril 1902,31 mai 1906,29 novembre 1846,20 juin 1930,310,https://www2.assemblee-nationale.fr/sycomore/fiche/310
Babaud-Lacroze,"Antoine, Pierre, Alfred, François",Charente Groupe Union démocratique,6 mai 1906,31 mai 1910,29 novembre 1846,20 juin 1930,310,https://www2.assemblee-nationale.fr/sycomore/fiche/310
Babaud-Lacroze,"Antoine, Pierre, Alfred, François",Charente Groupe Gauche démocratique,8 mai 1910,31 mai 1914,29 novembre 1846,20 juin 1930,310,https://www2.assemblee-nationale.fr/sycomore/fiche/310
Babaud-Lacroze,"Antoine, Pierre, Alfred, François",Charente Groupe Républicains de gauche,10 mai 1914,7 décembre 1919,29 novembre 1846,20 juin 1930,310,https://www2.assemblee-nationale.fr/sycomore/fiche/310
Fournol,Etienne,Aveyron Groupe Gauche démocratique,2 mai 1909,31 mai 1910,16 juin 1871,26 avril 1940,3100,https://www2.assemblee-nationale.fr/sycomore/fiche/3100
Fournol,Etienne,Aveyron Groupe Gauche démocratique,8 mai 1910,31 mai 1914,16 juin 1871,26 avril 1940,3100,https://www2.assemblee-nationale.fr/sycomore/fiche/3100
Fournol,Paul,Aveyron,20 août 1893,31 mai 1898,25 septembre 1842,16 novembre 1902,3101,https://www2.assemblee-nationale.fr/sycomore/fiche/3101
Fournol,Paul,Aveyron,8 mai 1898,31 mai 1902,25 septembre 1842,16 novembre 1902,3101,https://www2.assemblee-nationale.fr/sycomore/fiche/3101
Fourrier,Jules,Seine Groupe Communiste,3 mai 1936,31 mai 1942,17 août 1906,31 juillet 1999,3103,https://www2.assemblee-nationale.fr/sycomore/fiche/3103
Fourtou,Oscar Bardi de,Dordogne Groupe Centre droit,8 février 1871,7 mars 1876,3 janvier 1836,6 décembre 1897,3104,https://www2.assemblee-nationale.fr/sycomore/fiche/3104
Fourtou,Oscar Bardi de,Dordogne Groupe Union des Droites,20 février 1876,25 juin 1877,3 janvier 1836,6 décembre 1897,3104,https://www2.assemblee-nationale.fr/sycomore/fiche/3104
Fourtou,Oscar Bardi de,Dordogne,14 octobre 1877,18 novembre 1878,3 janvier 1836,6 décembre 1897,3104,https://www2.assemblee-nationale.fr/sycomore/fiche/3104
Fourtou,Oscar Bardi de,Dordogne,2 février 1879,16 mars 1880,3 janvier 1836,6 décembre 1897,3104,https://www2.assemblee-nationale.fr/sycomore/fiche/3104
Fourtou,Oscar Bardi de,Dordogne,22 septembre 1889,14 octobre 1893,3 janvier 1836,6 décembre 1897,3104,https://www2.assemblee-nationale.fr/sycomore/fiche/3104
Foy,Théobald,Indre-et-Loire Groupe Gauche radicale-socialiste,6 mai 1906,31 mai 1910,8 mars 1866,2 juillet 1942,3109,https://www2.assemblee-nationale.fr/sycomore/fiche/3109
Fraisseix,Jules,Haute-Vienne Groupe Communiste,29 avril 1928,31 mai 1932,12 juillet 1872,1 novembre 1952,3112,https://www2.assemblee-nationale.fr/sycomore/fiche/3112
Framondée,Ernest de Framont de la,Lozère Groupe Fédération républicaine,2 avril 1933,31 mai 1936,5 juin 1886,24 novembre 1974,3115,https://www2.assemblee-nationale.fr/sycomore/fiche/3115
Framondée,Ernest de Framont de la,Lozère Groupe Fédération républicaine de France,26 avril 1936,31 mai 1942,5 juin 1886,24 novembre 1974,3115,https://www2.assemblee-nationale.fr/sycomore/fiche/3115
Franc,"Hippolyte, Paul, Emile",Saône-et-Loire Groupe Républicain,16 août 1891,14 octobre 1893,2 février 1825,25 mars 1898,3116,https://www2.assemblee-nationale.fr/sycomore/fiche/3116
Franc,"Hippolyte, Paul, Emile",Saône-et-Loire Groupe Républicains,20 août 1893,25 mars 1898,2 février 1825,25 mars 1898,3116,https://www2.assemblee-nationale.fr/sycomore/fiche/3116
France,Charles de,Pas-de-Calais Groupe Républicain progressiste,8 mai 1910,31 mai 1914,8 décembre 1876,30 novembre 1951,3118,https://www2.assemblee-nationale.fr/sycomore/fiche/3118
Franchi,Toussaint,Bouches-du-Rhône Groupe Socialiste,2 avril 1939,31 mai 1942,2 mars 1893,12 octobre 1968,3120,https://www2.assemblee-nationale.fr/sycomore/fiche/3120
François,Alfred,Somme Groupe Républicain,22 septembre 1889,16 janvier 1892,27 décembre 1833,16 janvier 1892,3125,https://www2.assemblee-nationale.fr/sycomore/fiche/3125
François,Charles,Moselle Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,14 décembre 1874,29 octobre 1945,3126,https://www2.assemblee-nationale.fr/sycomore/fiche/3126
François,Charles,Moselle Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,14 décembre 1874,29 octobre 1945,3126,https://www2.assemblee-nationale.fr/sycomore/fiche/3126
François,Eugène,Somme,20 août 1893,31 mai 1898,1 juillet 1842,10 mars 1906,3127,https://www2.assemblee-nationale.fr/sycomore/fiche/3127
François,Eugène,Somme,8 mai 1898,31 mai 1902,1 juillet 1842,10 mars 1906,3127,https://www2.assemblee-nationale.fr/sycomore/fiche/3127
François-Poncet,André,Seine Groupe Gauche républicaine démocratique,11 mai 1924,31 mai 1928,13 juin 1887,8 janvier 1978,3130,https://www2.assemblee-nationale.fr/sycomore/fiche/3130
François-Poncet,André,Seine Groupe Action démocratique et sociale,22 avril 1928,3 mars 1932,13 juin 1887,8 janvier 1978,3130,https://www2.assemblee-nationale.fr/sycomore/fiche/3130
François-Valentin,"François, Charles, Joseph Valentin dit",Meurthe-et-Moselle Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,8 août 1909,24 septembre 1961,3131,https://www2.assemblee-nationale.fr/sycomore/fiche/3131
François-Valentin,"François, Charles, Joseph Valentin dit",Meurthe-et-Moselle Groupe Indépendants et paysans d'action sociale,23 novembre 1958,24 septembre 1961,8 août 1909,24 septembre 1961,3131,https://www2.assemblee-nationale.fr/sycomore/fiche/3131
Franconie,Gustave,Guyane Groupe Extrême-gauche,22 juin 1879,14 octobre 1881,15 janvier 1845,23 janvier 1910,3132,https://www2.assemblee-nationale.fr/sycomore/fiche/3132
Franconie,Gustave,Guyane Groupe Extrême-gauche,21 août 1881,14 octobre 1885,15 janvier 1845,23 janvier 1910,3132,https://www2.assemblee-nationale.fr/sycomore/fiche/3132
Franconie,Gustave,Guyane Groupe Extrême-gauche,4 octobre 1885,14 octobre 1889,15 janvier 1845,23 janvier 1910,3132,https://www2.assemblee-nationale.fr/sycomore/fiche/3132
Franconie,Gustave,Guyane Groupe Socialiste,22 septembre 1889,31 mai 1890,15 janvier 1845,23 janvier 1910,3132,https://www2.assemblee-nationale.fr/sycomore/fiche/3132
Franconie,Gustave,Guyane Groupe Socialiste,17 août 1890,14 octobre 1893,15 janvier 1845,23 janvier 1910,3132,https://www2.assemblee-nationale.fr/sycomore/fiche/3132
Franconie,Gustave,Guyane Groupe Socialistes parlementaires,3 septembre 1893,31 mai 1898,15 janvier 1845,23 janvier 1910,3132,https://www2.assemblee-nationale.fr/sycomore/fiche/3132
Franconie,Gustave,Guyane Groupe Socialistes parlementaires,6 mai 1906,23 janvier 1910,15 janvier 1845,23 janvier 1910,3132,https://www2.assemblee-nationale.fr/sycomore/fiche/3132
Franklin-Bouillon,Henri,Seine-et-Oise Groupe Républicains radicaux-socialistes,8 mai 1910,31 mai 1914,3 septembre 1870,12 septembre 1937,3134,https://www2.assemblee-nationale.fr/sycomore/fiche/3134
Franklin-Bouillon,Henri,Seine-et-Oise Groupe Parti républicain radical et radical socialiste,10 mai 1914,7 décembre 1919,3 septembre 1870,12 septembre 1937,3134,https://www2.assemblee-nationale.fr/sycomore/fiche/3134
Franklin-Bouillon,Henri,Seine-et-Oise Groupe Parti radical et radical socialiste,8 juillet 1923,31 mai 1924,3 septembre 1870,12 septembre 1937,3134,https://www2.assemblee-nationale.fr/sycomore/fiche/3134
Franklin-Bouillon,Henri,Seine-et-Oise Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,3 septembre 1870,12 septembre 1937,3134,https://www2.assemblee-nationale.fr/sycomore/fiche/3134
Franklin-Bouillon,Henri,Seine-et-Oise Groupe Gauche sociale et radicale,29 avril 1928,31 mai 1932,3 septembre 1870,12 septembre 1937,3134,https://www2.assemblee-nationale.fr/sycomore/fiche/3134
Franklin-Bouillon,Henri,Seine-et-Oise Groupe Non inscrit,8 mai 1932,31 mai 1936,3 septembre 1870,12 septembre 1937,3134,https://www2.assemblee-nationale.fr/sycomore/fiche/3134
Frayssinet,Marc,Tarn-et-Garonne Groupe Républicain socialiste,8 mai 1910,31 mai 1914,8 avril 1871,26 août 1949,3140,https://www2.assemblee-nationale.fr/sycomore/fiche/3140
Frébault,"Charles, Félix",Seine Groupe Union républicaine,5 mars 1876,25 juin 1877,7 mars 1825,29 octobre 1902,3141,https://www2.assemblee-nationale.fr/sycomore/fiche/3141
Frébault,"Charles, Félix",Seine Groupe Union républicaine,14 octobre 1877,14 octobre 1881,7 mars 1825,29 octobre 1902,3141,https://www2.assemblee-nationale.fr/sycomore/fiche/3141
Frébault,"Charles, Félix",Seine Groupe Union républicaine,21 août 1881,14 octobre 1885,7 mars 1825,29 octobre 1902,3141,https://www2.assemblee-nationale.fr/sycomore/fiche/3141
Frébault,"Charles, Félix",Seine Groupe Union républicaine,18 octobre 1885,14 octobre 1889,7 mars 1825,29 octobre 1902,3141,https://www2.assemblee-nationale.fr/sycomore/fiche/3141
Frébault,"Charles, Félix",Seine,3 septembre 1893,31 mai 1898,7 mars 1825,29 octobre 1902,3141,https://www2.assemblee-nationale.fr/sycomore/fiche/3141
Frédéric-Dupont,Edouard,Seine Groupe Fédération républicaine de France,3 juin 1936,31 mai 1942,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Seine Groupe Parti républicain de la liberté,6 novembre 1945,10 juin 1946,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Seine Groupe Parti républicain de la liberté,11 juin 1946,27 novembre 1946,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Seine Groupe Parti républicain de la liberté,28 novembre 1946,4 juillet 1951,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Seine Groupe Rassemblement du peuple français - ARS,5 juillet 1951,1 décembre 1955,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Seine Groupe Indépendants et paysans d'action sociale,19 janvier 1956,8 décembre 1958,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Seine Groupe Indépendants et paysans d'action sociale,9 décembre 1958,9 octobre 1962,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Paris Groupe Progrès et démocratie moderne,3 avril 1967,30 mai 1968,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Paris Groupe Républicains indépendants,2 avril 1973,2 avril 1978,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Paris Groupe Rassemblement pour la République,3 avril 1978,22 mai 1981,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Paris Groupe Rassemblement pour la République,2 juillet 1981,1 avril 1986,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Paris Groupe Front national,2 avril 1986,14 mai 1988,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Frédéric-Dupont,Edouard,Paris Groupe Rassemblement pour la République,13 juin 1988,1 avril 1993,10 juillet 1902,15 février 1995,3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144
Freppel,Charles-Emile,Finistère Groupe Union des Droites,6 juin 1880,14 octobre 1881,1 juin 1827,22 décembre 1891,3148,https://www2.assemblee-nationale.fr/sycomore/fiche/3148
Freppel,Charles-Emile,Finistère Groupe Union des Droites,21 août 1881,14 octobre 1885,1 juin 1827,22 décembre 1891,3148,https://www2.assemblee-nationale.fr/sycomore/fiche/3148
Freppel,Charles-Emile,Finistère Groupe Union des Droites,4 octobre 1885,14 octobre 1889,1 juin 1827,22 décembre 1891,3148,https://www2.assemblee-nationale.fr/sycomore/fiche/3148
Freppel,Charles-Emile,Finistère Groupe Union des Droites,22 septembre 1889,22 décembre 1891,1 juin 1827,22 décembre 1891,3148,https://www2.assemblee-nationale.fr/sycomore/fiche/3148
Frescheville,"Joseph, Anatole Bosquillon de",Nord Groupe Union des Droites,4 octobre 1885,14 octobre 1889,23 février 1823,18 février 1911,3149,https://www2.assemblee-nationale.fr/sycomore/fiche/3149
Frescheville,"Joseph, Anatole Bosquillon de",Nord Groupe Union des Droites,22 septembre 1889,14 octobre 1893,23 février 1823,18 février 1911,3149,https://www2.assemblee-nationale.fr/sycomore/fiche/3149
Frey,Charles,Bas-Rhin Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,26 février 1888,14 octobre 1955,3153,https://www2.assemblee-nationale.fr/sycomore/fiche/3153
Frey,Charles,Bas-Rhin Groupe Gauche républicaine démocratique,11 mai 1924,31 mai 1928,26 février 1888,14 octobre 1955,3153,https://www2.assemblee-nationale.fr/sycomore/fiche/3153
Frey,Charles,Bas-Rhin Groupe Action démocratique et sociale,29 avril 1928,31 mai 1932,26 février 1888,14 octobre 1955,3153,https://www2.assemblee-nationale.fr/sycomore/fiche/3153
Frey,Charles,Bas-Rhin Groupe Républicains de gauche,8 mai 1932,31 mai 1936,26 février 1888,14 octobre 1955,3153,https://www2.assemblee-nationale.fr/sycomore/fiche/3153
Fringant,Charles,Meurthe-et-Moselle Groupe Gauche radicale,10 mai 1914,7 décembre 1919,31 mars 1872,20 mai 1949,3156,https://www2.assemblee-nationale.fr/sycomore/fiche/3156
Fringant,Charles,Meurthe-et-Moselle Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,31 mars 1872,20 mai 1949,3156,https://www2.assemblee-nationale.fr/sycomore/fiche/3156
Fringant,Charles,Meurthe-et-Moselle Groupe Gauche radicale,11 mai 1924,31 mai 1928,31 mars 1872,20 mai 1949,3156,https://www2.assemblee-nationale.fr/sycomore/fiche/3156
Fringant,Charles,Meurthe-et-Moselle Groupe Gauche radicale,22 avril 1928,31 mai 1932,31 mars 1872,20 mai 1949,3156,https://www2.assemblee-nationale.fr/sycomore/fiche/3156
Pontlevoy,Paul Frogier de,Vosges Groupe Gauche républicaine,5 mars 1876,25 juin 1877,3 juillet 1827,21 janvier 1915,3159,https://www2.assemblee-nationale.fr/sycomore/fiche/3159
Pontlevoy,Paul Frogier de,Vosges Groupe Union républicaine,14 octobre 1877,14 octobre 1881,3 juillet 1827,21 janvier 1915,3159,https://www2.assemblee-nationale.fr/sycomore/fiche/3159
Pontlevoy,Paul Frogier de,Vosges Groupe Union républicaine,21 août 1881,14 octobre 1885,3 juillet 1827,21 janvier 1915,3159,https://www2.assemblee-nationale.fr/sycomore/fiche/3159
Pontlevoy,Paul Frogier de,Vosges Groupe Union républicaine,4 octobre 1885,14 octobre 1889,3 juillet 1827,21 janvier 1915,3159,https://www2.assemblee-nationale.fr/sycomore/fiche/3159
Pontlevoy,Paul Frogier de,Vosges Groupe Union républicaine,22 septembre 1889,14 octobre 1893,3 juillet 1827,21 janvier 1915,3159,https://www2.assemblee-nationale.fr/sycomore/fiche/3159
Pontlevoy,Paul Frogier de,Vosges,20 août 1893,15 mars 1894,3 juillet 1827,21 janvier 1915,3159,https://www2.assemblee-nationale.fr/sycomore/fiche/3159
Froin,Alcée,Gironde,13 avril 1890,14 octobre 1893,16 juin 1823,6 septembre 1894,3160,https://www2.assemblee-nationale.fr/sycomore/fiche/3160
Froment,Edouard,Ardèche Groupe Parti socialiste,8 mai 1932,31 mai 1936,13 mars 1884,13 mars 1973,3161,https://www2.assemblee-nationale.fr/sycomore/fiche/3161
Froment,Edouard,Ardèche Groupe Socialiste,3 mai 1936,31 mai 1942,13 mars 1884,13 mars 1973,3161,https://www2.assemblee-nationale.fr/sycomore/fiche/3161
Froment,Edouard,Ardèche Groupe Socialiste,21 octobre 1945,10 juin 1946,13 mars 1884,13 mars 1973,3161,https://www2.assemblee-nationale.fr/sycomore/fiche/3161
Froment,Edouard,Ardèche Groupe Socialiste,2 juin 1946,27 novembre 1946,13 mars 1884,13 mars 1973,3161,https://www2.assemblee-nationale.fr/sycomore/fiche/3161
Froment,Edouard,Ardèche Groupe Socialiste,10 novembre 1946,4 juillet 1951,13 mars 1884,13 mars 1973,3161,https://www2.assemblee-nationale.fr/sycomore/fiche/3161
Froment,Louis,Somme Groupe Gauche républicaine,27 mars 1892,14 octobre 1893,14 septembre 1838,12 novembre 1909,3162,https://www2.assemblee-nationale.fr/sycomore/fiche/3162
