nom,prenom,legislature,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Sclafer,James,XIVe législature,Charente-Inférieure Groupe Républicain radical et radical-socialiste,22 avril 1928,31 mai 1932,3 mars 1898,3 novembre 1956,6364,https://www2.assemblee-nationale.fr/sycomore/fiche/6364
Sclafer,James,XVe législature,Charente-Inférieure Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,3 mars 1898,3 novembre 1956,6364,https://www2.assemblee-nationale.fr/sycomore/fiche/6364
Sclafer,James,XVIe législature,Charente-Inférieure Groupe Républicain radical et radical-socialiste,3 mai 1936,11 avril 1940,3 mars 1898,3 novembre 1956,6364,https://www2.assemblee-nationale.fr/sycomore/fiche/6364
Sellier,Louis,XVe législature,Seine Groupe Unité ouvrière,8 mai 1932,31 mai 1936,6 novembre 1885,27 janvier 1978,6377,https://www2.assemblee-nationale.fr/sycomore/fiche/6377
Sellier,Louis,XVIe législature,Seine Groupe Parti de l'unité prolétarienne,3 mai 1936,31 mai 1942,6 novembre 1885,27 janvier 1978,6377,https://www2.assemblee-nationale.fr/sycomore/fiche/6377
Seltz,Thomas,XIIe législature,Bas-Rhin Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,21 décembre 1872,17 juillet 1959,6378,https://www2.assemblee-nationale.fr/sycomore/fiche/6378
Seltz,Thomas,XIIIe législature,Bas-Rhin Groupe Démocrates,11 mai 1924,31 mai 1928,21 décembre 1872,17 juillet 1959,6378,https://www2.assemblee-nationale.fr/sycomore/fiche/6378
Seltz,Thomas,XIVe législature,Bas-Rhin Groupe Démocrates populaires,22 avril 1928,31 mai 1932,21 décembre 1872,17 juillet 1959,6378,https://www2.assemblee-nationale.fr/sycomore/fiche/6378
Seltz,Thomas,XVe législature,Bas-Rhin Groupe Démocrate populaire,8 mai 1932,31 mai 1936,21 décembre 1872,17 juillet 1959,6378,https://www2.assemblee-nationale.fr/sycomore/fiche/6378
Seltz,Thomas,XVIe législature,Bas-Rhin Groupe Indépendants d'action populaire,26 avril 1936,31 mai 1942,21 décembre 1872,17 juillet 1959,6378,https://www2.assemblee-nationale.fr/sycomore/fiche/6378
Sérandour,"Pierre, François, Marie",XVIe législature,Côtes-du-Nord Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,3 décembre 1908,29 juillet 2008,6389,https://www2.assemblee-nationale.fr/sycomore/fiche/6389
Serda,Joseph,XVe législature,Anciens départements d'Algérie Groupe Gauche radicale,26 juin 1932,31 mai 1936,7 mai 1889,1 février 1965,6391,https://www2.assemblee-nationale.fr/sycomore/fiche/6391
Serda,Joseph,XVIe législature,Anciens départements d'Algérie Groupe Gauche indépendante,26 avril 1936,31 mai 1942,7 mai 1889,1 février 1965,6391,https://www2.assemblee-nationale.fr/sycomore/fiche/6391
Sérol,Albert,XIIIe législature,Loire Groupe Parti socialiste,11 mai 1924,31 mai 1928,21 juillet 1877,9 mai 1961,6395,https://www2.assemblee-nationale.fr/sycomore/fiche/6395
Sérol,Albert,XIVe législature,Loire Groupe Parti socialiste,29 avril 1928,31 mai 1932,21 juillet 1877,9 mai 1961,6395,https://www2.assemblee-nationale.fr/sycomore/fiche/6395
Sérol,Albert,XVe législature,Loire Groupe Parti socialiste,1 mai 1932,31 mai 1936,21 juillet 1877,9 mai 1961,6395,https://www2.assemblee-nationale.fr/sycomore/fiche/6395
Sérol,Albert,XVIe législature,Loire Groupe Socialiste,3 mai 1936,31 mai 1942,21 juillet 1877,9 mai 1961,6395,https://www2.assemblee-nationale.fr/sycomore/fiche/6395
Sérot,Robert,XIIe législature,Moselle Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,18 février 1885,28 mars 1953,6396,https://www2.assemblee-nationale.fr/sycomore/fiche/6396
Sérot,Robert,XIIIe législature,Moselle Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,18 février 1885,28 mars 1953,6396,https://www2.assemblee-nationale.fr/sycomore/fiche/6396
Sérot,Robert,XIVe législature,Moselle Groupe Union républicaine démocratique,22 avril 1928,31 mai 1932,18 février 1885,28 mars 1953,6396,https://www2.assemblee-nationale.fr/sycomore/fiche/6396
Sérot,Robert,XVe législature,Moselle Groupe Républicain et social,1 mai 1932,31 mai 1936,18 février 1885,28 mars 1953,6396,https://www2.assemblee-nationale.fr/sycomore/fiche/6396
Sérot,Robert,XVIe législature,Moselle Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,18 février 1885,28 mars 1953,6396,https://www2.assemblee-nationale.fr/sycomore/fiche/6396
Sérot,Robert,Ire Assemblée nationale constituante,Moselle Groupe Républicains indépendants,21 octobre 1945,10 juin 1946,18 février 1885,28 mars 1953,6396,https://www2.assemblee-nationale.fr/sycomore/fiche/6396
Serre,Philippe,XVe législature,Meurthe-et-Moselle Groupe Indépendants de gauche,2 avril 1933,31 mai 1936,4 mars 1901,18 septembre 1991,6400,https://www2.assemblee-nationale.fr/sycomore/fiche/6400
Serre,Philippe,XVIe législature,Meurthe-et-Moselle Groupe Parti de la Jeune République,26 avril 1936,31 mai 1942,4 mars 1901,18 septembre 1991,6400,https://www2.assemblee-nationale.fr/sycomore/fiche/6400
Poitou-Duplessy,"Jacques, Marie, Louis",XIIe législature,Charente Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,5 janvier 1885,20 juin 1967,6401,https://www2.assemblee-nationale.fr/sycomore/fiche/6401
Poitou-Duplessy,"Jacques, Marie, Louis",XIIIe législature,Charente Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,5 janvier 1885,20 juin 1967,6401,https://www2.assemblee-nationale.fr/sycomore/fiche/6401
Poitou-Duplessy,"Jacques, Marie, Louis",XVIe législature,Charente Groupe Fédération républicaine de France,3 mai 1936,31 mai 1942,5 janvier 1885,20 juin 1967,6401,https://www2.assemblee-nationale.fr/sycomore/fiche/6401
Polignac,François de,XIVe législature,Maine-et-Loire Groupe Union républicaine démocratique,22 avril 1928,31 mai 1932,4 octobre 1887,26 décembre 1981,6404,https://www2.assemblee-nationale.fr/sycomore/fiche/6404
Polignac,François de,XVe législature,Maine-et-Loire Groupe Républicain et social,1 mai 1932,31 mai 1936,4 octobre 1887,26 décembre 1981,6404,https://www2.assemblee-nationale.fr/sycomore/fiche/6404
Polignac,François de,XVIe législature,Maine-et-Loire Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,4 octobre 1887,26 décembre 1981,6404,https://www2.assemblee-nationale.fr/sycomore/fiche/6404
Polimann,"Angèle, Emile, Lucien",XVe législature,Meuse,3 septembre 1933,31 mai 1936,19 novembre 1890,8 février 1963,6405,https://www2.assemblee-nationale.fr/sycomore/fiche/6405
Polimann,"Angèle, Emile, Lucien",XVIe législature,Meuse Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,19 novembre 1890,8 février 1963,6405,https://www2.assemblee-nationale.fr/sycomore/fiche/6405
Pomaret,Charles,XIVe législature,Lozère Groupe Parti républicain socialiste et socialiste français,29 avril 1928,31 mai 1932,16 août 1897,11 septembre 1984,6406,https://www2.assemblee-nationale.fr/sycomore/fiche/6406
Pomaret,Charles,XVe législature,Lozère Groupe Parti républicain socialiste,1 mai 1932,31 mai 1936,16 août 1897,11 septembre 1984,6406,https://www2.assemblee-nationale.fr/sycomore/fiche/6406
Pomaret,Charles,XVIe législature,Lozère Groupe Union socialiste et républicaine,26 avril 1936,31 mai 1942,16 août 1897,11 septembre 1984,6406,https://www2.assemblee-nationale.fr/sycomore/fiche/6406
Ponsard,"Henry, Hubert",XVIe législature,Bouches-du-Rhône Groupe Républicains indépendants et d'action sociale,3 mai 1936,31 mai 1942,8 juin 1896,4 novembre 1960,6419,https://www2.assemblee-nationale.fr/sycomore/fiche/6419
Potut,Georges,XVe législature,Nièvre Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,25 juin 1900,5 août 1989,6442,https://www2.assemblee-nationale.fr/sycomore/fiche/6442
Potut,Georges,XVIe législature,Nièvre Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,25 juin 1900,5 août 1989,6442,https://www2.assemblee-nationale.fr/sycomore/fiche/6442
Pourtalet,Henri,XVIe législature,Alpes-Maritimes Groupe Communiste,3 mai 1936,21 janvier 1940,23 décembre 1899,3 juillet 1974,6458,https://www2.assemblee-nationale.fr/sycomore/fiche/6458
Pourtalet,Henri,Ire Assemblée nationale constituante,Alpes-Maritimes Groupe Communiste,21 octobre 1945,10 juin 1946,23 décembre 1899,3 juillet 1974,6458,https://www2.assemblee-nationale.fr/sycomore/fiche/6458
Pourtalet,Henri,2e Assemblée nationale constituante,Alpes-Maritimes Groupe Communiste,2 juin 1946,27 novembre 1946,23 décembre 1899,3 juillet 1974,6458,https://www2.assemblee-nationale.fr/sycomore/fiche/6458
Pourtalet,Henri,Ire législature,Alpes-Maritimes Groupe Communiste,10 novembre 1946,4 juillet 1951,23 décembre 1899,3 juillet 1974,6458,https://www2.assemblee-nationale.fr/sycomore/fiche/6458
Pourtalet,Henri,IIIe législature,Alpes-Maritimes Groupe Communiste,2 janvier 1956,8 décembre 1958,23 décembre 1899,3 juillet 1974,6458,https://www2.assemblee-nationale.fr/sycomore/fiche/6458
Béranger,"Pierre, Vincent, Emile",XVIe législature,Eure Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,26 juin 1888,20 mars 1967,646,https://www2.assemblee-nationale.fr/sycomore/fiche/646
Prachay,"Alexandre, Michel",XVIe législature,Seine-et-Oise Groupe Communiste,3 mai 1936,21 janvier 1940,17 mai 1895,22 mai 1943,6472,https://www2.assemblee-nationale.fr/sycomore/fiche/6472
Pringolliet,André,XVe législature,Savoie Groupe Parti socialiste de France,8 mai 1932,31 mai 1936,23 janvier 1879,13 juillet 1965,6502,https://www2.assemblee-nationale.fr/sycomore/fiche/6502
Pringolliet,André,XVIe législature,Savoie Groupe Union socialiste et républicaine,3 mai 1936,31 mai 1942,23 janvier 1879,13 juillet 1965,6502,https://www2.assemblee-nationale.fr/sycomore/fiche/6502
Prot,"Louis, Victor",XVIe législature,Somme Groupe Communiste,3 mai 1936,21 janvier 1940,28 juin 1889,19 octobre 1972,6515,https://www2.assemblee-nationale.fr/sycomore/fiche/6515
Prot,"Louis, Victor",Ire Assemblée nationale constituante,Somme Groupe Communiste,21 octobre 1945,10 juin 1946,28 juin 1889,19 octobre 1972,6515,https://www2.assemblee-nationale.fr/sycomore/fiche/6515
Prot,"Louis, Victor",2e Assemblée nationale constituante,Somme Groupe Communiste,2 juin 1946,27 novembre 1946,28 juin 1889,19 octobre 1972,6515,https://www2.assemblee-nationale.fr/sycomore/fiche/6515
Prot,"Louis, Victor",Ire législature,Somme Groupe Communiste,10 novembre 1946,4 juillet 1951,28 juin 1889,19 octobre 1972,6515,https://www2.assemblee-nationale.fr/sycomore/fiche/6515
Prot,"Louis, Victor",IIe législature,Somme Groupe Communiste,17 juin 1951,1 décembre 1955,28 juin 1889,19 octobre 1972,6515,https://www2.assemblee-nationale.fr/sycomore/fiche/6515
Prot,"Louis, Victor",IIIe législature,Somme Groupe Communiste,2 janvier 1956,8 décembre 1958,28 juin 1889,19 octobre 1972,6515,https://www2.assemblee-nationale.fr/sycomore/fiche/6515
Fardinière,Henri Provost de la,XVIe législature,Calvados Groupe Républicains indépendants et d'action sociale,26 avril 1936,28 février 1937,12 mai 1897,28 février 1937,6524,https://www2.assemblee-nationale.fr/sycomore/fiche/6524
Groudière,Bernard Quénault de la,XIIe législature,Manche Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,10 novembre 1878,22 avril 1961,6547,https://www2.assemblee-nationale.fr/sycomore/fiche/6547
Groudière,Bernard Quénault de la,XIIIe législature,Manche Groupe Union républicaine démocratique,11 mai 1924,31 mai 1928,10 novembre 1878,22 avril 1961,6547,https://www2.assemblee-nationale.fr/sycomore/fiche/6547
Groudière,Bernard Quénault de la,XIVe législature,Manche Groupe Union républicaine démocratique,1 juin 1928,31 mai 1932,10 novembre 1878,22 avril 1961,6547,https://www2.assemblee-nationale.fr/sycomore/fiche/6547
Groudière,Bernard Quénault de la,XVe législature,Manche Groupe Fédération républicaine,1 mai 1932,31 mai 1936,10 novembre 1878,22 avril 1961,6547,https://www2.assemblee-nationale.fr/sycomore/fiche/6547
Groudière,Bernard Quénault de la,XVIe législature,Manche Groupe Fédération républicaine de France,26 avril 1936,31 mai 1942,10 novembre 1878,22 avril 1961,6547,https://www2.assemblee-nationale.fr/sycomore/fiche/6547
Groudière,Bernard Quénault de la,2e Assemblée nationale constituante,Manche Groupe Parti républicain de la liberté,2 juin 1946,27 novembre 1946,10 novembre 1878,22 avril 1961,6547,https://www2.assemblee-nationale.fr/sycomore/fiche/6547
Quenette,Jean,XVe législature,Meurthe-et-Moselle,17 mars 1935,31 mai 1936,2 mai 1903,25 octobre 1971,6548,https://www2.assemblee-nationale.fr/sycomore/fiche/6548
Quenette,Jean,XVIe législature,Meurthe-et-Moselle Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,2 mai 1903,25 octobre 1971,6548,https://www2.assemblee-nationale.fr/sycomore/fiche/6548
Quinet,Cyprien,XVIe législature,Pas-de-Calais Groupe Communiste,3 mai 1936,21 janvier 1940,22 décembre 1897,2 novembre 1944,6561,https://www2.assemblee-nationale.fr/sycomore/fiche/6561
Quinson,Aimé,XVIe législature,Ain Groupe Socialiste,3 mai 1936,31 mai 1942,20 avril 1901,18 août 1944,6562,https://www2.assemblee-nationale.fr/sycomore/fiche/6562
Bérenger,"Raymond, Albert, Ernest",XIVe législature,Eure-et-Loir Groupe Parti socialiste,31 mars 1930,31 mai 1932,3 avril 1886,31 octobre 1965,657,https://www2.assemblee-nationale.fr/sycomore/fiche/657
Bérenger,"Raymond, Albert, Ernest",XVe législature,Eure-et-Loir Groupe Parti socialiste de France,8 mai 1932,31 mai 1936,3 avril 1886,31 octobre 1965,657,https://www2.assemblee-nationale.fr/sycomore/fiche/657
Bérenger,"Raymond, Albert, Ernest",XVIe législature,Eure-et-Loir Groupe Union socialiste et républicaine,3 mai 1936,31 mai 1942,3 avril 1886,31 octobre 1965,657,https://www2.assemblee-nationale.fr/sycomore/fiche/657
Radulph,"Jules, Albert",XVIe législature,Calvados Groupe Agraire indépendant,25 octobre 1936,31 mai 1942,12 janvier 1874,18 juillet 1952,6574,https://www2.assemblee-nationale.fr/sycomore/fiche/6574
Ramadier,Paul,XIVe législature,Aveyron Groupe Parti socialiste,29 avril 1928,31 mai 1932,17 mars 1888,14 octobre 1961,6588,https://www2.assemblee-nationale.fr/sycomore/fiche/6588
Ramadier,Paul,XVe législature,Aveyron Groupe Parti socialiste de France,8 mai 1932,31 mai 1936,17 mars 1888,14 octobre 1961,6588,https://www2.assemblee-nationale.fr/sycomore/fiche/6588
Ramadier,Paul,XVIe législature,Aveyron Groupe Socialiste,3 mai 1936,31 mai 1942,17 mars 1888,14 octobre 1961,6588,https://www2.assemblee-nationale.fr/sycomore/fiche/6588
Ramadier,Paul,Ire Assemblée nationale constituante,Aveyron Groupe Socialiste,21 octobre 1945,10 juin 1946,17 mars 1888,14 octobre 1961,6588,https://www2.assemblee-nationale.fr/sycomore/fiche/6588
Ramadier,Paul,2e Assemblée nationale constituante,Aveyron Groupe Socialiste,2 juin 1946,27 novembre 1946,17 mars 1888,14 octobre 1961,6588,https://www2.assemblee-nationale.fr/sycomore/fiche/6588
Ramadier,Paul,Ire législature,Aveyron Groupe Socialiste,10 novembre 1946,4 juillet 1951,17 mars 1888,14 octobre 1961,6588,https://www2.assemblee-nationale.fr/sycomore/fiche/6588
Ramadier,Paul,IIIe législature,Aveyron Groupe Socialiste,2 janvier 1956,8 décembre 1958,17 mars 1888,14 octobre 1961,6588,https://www2.assemblee-nationale.fr/sycomore/fiche/6588
Ramette,Arthur,XVe législature,Nord Groupe Communiste,8 mai 1932,31 mai 1936,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ramette,Arthur,XVIe législature,Nord Groupe Communiste,26 avril 1936,21 janvier 1940,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ramette,Arthur,Ire Assemblée nationale constituante,Nord Groupe Communiste,21 octobre 1945,10 juin 1946,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ramette,Arthur,2e Assemblée nationale constituante,Nord Groupe Communiste,2 juin 1946,27 novembre 1946,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ramette,Arthur,Ire législature,Nord Groupe Communiste,10 novembre 1946,4 juillet 1951,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ramette,Arthur,IIIe législature,Nord Groupe Communiste,2 janvier 1956,8 décembre 1958,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ramette,Arthur,IIe législature,Nord Groupe Communiste,25 novembre 1962,2 avril 1967,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ramette,Arthur,IIIe législature,Nord Groupe Communiste,12 mars 1967,30 mai 1968,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ramette,Arthur,IVe législature,Nord Groupe Communiste,30 juin 1968,1 avril 1973,12 octobre 1897,15 décembre 1988,6595,https://www2.assemblee-nationale.fr/sycomore/fiche/6595
Ranquet,"Joseph, Valentin",XVIe législature,Gard Groupe Républicain radical et radical-socialiste,22 mai 1938,31 mai 1942,4 décembre 1868,18 décembre 1954,6599,https://www2.assemblee-nationale.fr/sycomore/fiche/6599
Ratelade,"Alfred, Pierre",XVIe législature,Puy-de-Dôme,3 mai 1936,18 juin 1936,30 juillet 1887,15 novembre 1974,6608,https://www2.assemblee-nationale.fr/sycomore/fiche/6608
Raux,Lucien,XVIe législature,Nord Groupe Communiste,3 mai 1936,31 mai 1942,18 janvier 1897,10 novembre 1959,6617,https://www2.assemblee-nationale.fr/sycomore/fiche/6617
Rauzy,Alexandre,XIVe législature,Ariège Groupe Parti socialiste,29 avril 1928,31 mai 1932,14 janvier 1903,2 avril 1977,6618,https://www2.assemblee-nationale.fr/sycomore/fiche/6618
Rauzy,Alexandre,XVe législature,Ariège Groupe Parti socialiste,8 mai 1932,31 mai 1936,14 janvier 1903,2 avril 1977,6618,https://www2.assemblee-nationale.fr/sycomore/fiche/6618
Rauzy,Alexandre,XVIe législature,Ariège Groupe Socialiste,3 mai 1936,31 mai 1942,14 janvier 1903,2 avril 1977,6618,https://www2.assemblee-nationale.fr/sycomore/fiche/6618
Ravanat,Joannès,XIVe législature,Isère Groupe Parti socialiste,29 avril 1928,31 mai 1932,1 décembre 1882,14 mars 1958,6619,https://www2.assemblee-nationale.fr/sycomore/fiche/6619
Ravanat,Joannès,XVe législature,Isère Groupe Parti socialiste,1 mai 1932,31 mai 1936,1 décembre 1882,14 mars 1958,6619,https://www2.assemblee-nationale.fr/sycomore/fiche/6619
Ravanat,Joannès,XVIe législature,Isère Groupe Socialiste,26 avril 1936,31 mai 1942,1 décembre 1882,14 mars 1958,6619,https://www2.assemblee-nationale.fr/sycomore/fiche/6619
Ray,"André, Victor",XVIe législature,Isère Groupe Républicain radical et radical-socialiste,6 août 1939,31 mai 1942,12 janvier 1890,8 avril 1970,6627,https://www2.assemblee-nationale.fr/sycomore/fiche/6627
Raymond-Laurent,Jean,XVIe législature,Loire Groupe Démocrate populaire,19 juin 1938,31 mai 1942,20 juillet 1890,26 mars 1969,6630,https://www2.assemblee-nationale.fr/sycomore/fiche/6630
Raymond-Laurent,Jean,Ire Assemblée nationale constituante,Manche Groupe Mouvement républicain populaire,21 octobre 1945,10 juin 1946,20 juillet 1890,26 mars 1969,6630,https://www2.assemblee-nationale.fr/sycomore/fiche/6630
Raymond-Laurent,Jean,2e Assemblée nationale constituante,Manche Groupe Mouvement républicain populaire,2 juin 1946,27 novembre 1946,20 juillet 1890,26 mars 1969,6630,https://www2.assemblee-nationale.fr/sycomore/fiche/6630
Raymond-Laurent,Jean,Ire législature,Manche Groupe Mouvement républicain populaire,10 novembre 1946,4 juillet 1951,20 juillet 1890,26 mars 1969,6630,https://www2.assemblee-nationale.fr/sycomore/fiche/6630
Raymond-Laurent,Jean,IIe législature,Manche Groupe Mouvement républicain populaire,17 juin 1951,1 décembre 1955,20 juillet 1890,26 mars 1969,6630,https://www2.assemblee-nationale.fr/sycomore/fiche/6630
Raymond-Laurent,Jean,IIIe législature,Manche Groupe Mouvement républicain populaire,2 janvier 1956,8 décembre 1958,20 juillet 1890,26 mars 1969,6630,https://www2.assemblee-nationale.fr/sycomore/fiche/6630
Régis,"Marcel, André",XVIe législature,Anciens départements d'Algérie Groupe Socialiste,3 mai 1936,31 mai 1942,14 avril 1892,30 juillet 1986,6650,https://www2.assemblee-nationale.fr/sycomore/fiche/6650
Reille-Soult-Dalmatie,François,XIIe législature,Tarn Groupe Entente républicaine démocratique,16 novembre 1919,31 mai 1924,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Reille-Soult-Dalmatie,François,XIVe législature,Tarn Groupe Démocrates populaires,22 avril 1928,31 mai 1932,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Reille-Soult-Dalmatie,François,XVe législature,Tarn Groupe Démocrate populaire,1 mai 1932,31 mai 1936,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Reille-Soult-Dalmatie,François,XVIe législature,Tarn Groupe Démocrate populaire,26 avril 1936,31 mai 1942,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Reille-Soult-Dalmatie,François,Ire Assemblée nationale constituante,Tarn Groupe Mouvement républicain populaire,21 octobre 1945,10 juin 1946,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Reille-Soult-Dalmatie,François,2e Assemblée nationale constituante,Tarn Groupe Mouvement républicain populaire,2 juin 1946,27 novembre 1946,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Reille-Soult-Dalmatie,François,Ire législature,Tarn Groupe Mouvement républicain populaire,10 novembre 1946,4 juillet 1951,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Reille-Soult-Dalmatie,François,IIe législature,Tarn Groupe Mouvement républicain populaire,17 juin 1951,1 décembre 1955,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Reille-Soult-Dalmatie,François,IIIe législature,Tarn Groupe Mouvement républicain populaire,2 janvier 1956,8 décembre 1958,11 septembre 1891,12 octobre 1971,6659,https://www2.assemblee-nationale.fr/sycomore/fiche/6659
Renaitour,Jean-Michel Tournaire dit,XIVe législature,Yonne Groupe Indépendants de gauche,29 avril 1928,31 mai 1932,31 mars 1896,12 décembre 1986,6669,https://www2.assemblee-nationale.fr/sycomore/fiche/6669
Renaitour,Jean-Michel Tournaire dit,XVe législature,Yonne Groupe Gauche indépendante,1 mai 1932,31 mai 1936,31 mars 1896,12 décembre 1986,6669,https://www2.assemblee-nationale.fr/sycomore/fiche/6669
Renaitour,Jean-Michel Tournaire dit,XVIe législature,Yonne Groupe Gauche indépendante,26 avril 1936,31 mai 1942,31 mars 1896,12 décembre 1986,6669,https://www2.assemblee-nationale.fr/sycomore/fiche/6669
Réthoré,Raymond,XVIe législature,Charente Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,4 juin 1901,15 décembre 1986,6690,https://www2.assemblee-nationale.fr/sycomore/fiche/6690
Réthoré,Raymond,Ire législature,Charente Groupe Union pour la nouvelle République,30 novembre 1958,9 octobre 1962,4 juin 1901,15 décembre 1986,6690,https://www2.assemblee-nationale.fr/sycomore/fiche/6690
Réthoré,Raymond,IIe législature,Charente Groupe Union pour la nouvelle République-UDT,25 novembre 1962,2 avril 1967,4 juin 1901,15 décembre 1986,6690,https://www2.assemblee-nationale.fr/sycomore/fiche/6690
Réthoré,Raymond,IIIe législature,Charente Groupe Union démocratique pour la V° République,12 mars 1967,30 mai 1968,4 juin 1901,15 décembre 1986,6690,https://www2.assemblee-nationale.fr/sycomore/fiche/6690
Réthoré,Raymond,IVe législature,Charente Groupe Union des démocrates pour la République,23 juin 1968,1 avril 1973,4 juin 1901,15 décembre 1986,6690,https://www2.assemblee-nationale.fr/sycomore/fiche/6690
Réthoré,Raymond,Ve législature,Charente Groupe Union des démocrates pour la République,2 avril 1973,2 avril 1978,4 juin 1901,15 décembre 1986,6690,https://www2.assemblee-nationale.fr/sycomore/fiche/6690
Reynaud,Paul,XIIe législature,Basses-Alpes Groupe Action républicaine et sociale,16 novembre 1919,31 mai 1924,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Reynaud,Paul,XIVe législature,Seine Groupe Action démocratique et sociale,29 avril 1928,31 mai 1932,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Reynaud,Paul,XVe législature,Seine Groupe Députés du centre républicain,1 mai 1932,31 mai 1936,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Reynaud,Paul,XVIe législature,Seine Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Reynaud,Paul,2e Assemblée nationale constituante,Nord Groupe Républicains indépendants,2 juin 1946,27 novembre 1946,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Reynaud,Paul,Ire législature,Nord Groupe Républicains indépendants,10 novembre 1946,4 juillet 1951,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Reynaud,Paul,IIe législature,Nord Groupe Républicains indépendants,17 juin 1951,1 décembre 1955,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Reynaud,Paul,IIIe législature,Nord Groupe Indépendants et paysans d'action sociale,2 janvier 1956,8 décembre 1958,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Reynaud,Paul,Ire législature,Nord Groupe Indépendants et paysans d'action sociale,30 novembre 1958,9 octobre 1962,15 octobre 1878,21 septembre 1966,6710,https://www2.assemblee-nationale.fr/sycomore/fiche/6710
Bergery,Gaston,XIVe législature,Seine-et-Oise Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,22 novembre 1892,10 février 1974,672,https://www2.assemblee-nationale.fr/sycomore/fiche/672
Bergery,Gaston,XVe législature,Seine-et-Oise Groupe Républicain radical et radical-socialiste,8 mai 1932,20 février 1934,22 novembre 1892,10 février 1974,672,https://www2.assemblee-nationale.fr/sycomore/fiche/672
Bergery,Gaston,XVIe législature,Seine-et-Oise Groupe Parti frontiste,3 mai 1936,31 mai 1942,22 novembre 1892,10 février 1974,672,https://www2.assemblee-nationale.fr/sycomore/fiche/672
Richard,Paul,XVe législature,Rhône Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,28 décembre 1889,17 avril 1950,6738,https://www2.assemblee-nationale.fr/sycomore/fiche/6738
