nom,prenom,role,from_date,to_date,birth_date,death_date,senat_id,url
RATIER,Antony,Indre,7 janvier 1906,,29 juin 1851,9 juin 1934,ratier_antony0259r3,https://www.senat.fr/senateur-3eme-republique/ratier_antony0259r3.html
RATIER,Antony,Indre,11 janvier 1920,,29 juin 1851,9 juin 1934,ratier_antony0259r3,https://www.senat.fr/senateur-3eme-republique/ratier_antony0259r3.html
RATIER,Antony,Indre,6 janvier 1924,,29 juin 1851,9 juin 1934,ratier_antony0259r3,https://www.senat.fr/senateur-3eme-republique/ratier_antony0259r3.html
RAYMOND,Léon,Haute-Vienne,10 novembre 1907,10 janvier 1920,18 février 1844,3 avril 1931,raymond_leon1779r3,https://www.senat.fr/senateur-3eme-republique/raymond_leon1779r3.html
RAYMOND,Léon,Haute-Vienne,3 janvier 1909,,18 février 1844,3 avril 1931,raymond_leon1779r3,https://www.senat.fr/senateur-3eme-republique/raymond_leon1779r3.html
RAYNAL,David,Gironde,3 janvier 1897,28 janvier 1903,26 février 1840,28 janvier 1903,raynal_david0206r3,https://www.senat.fr/senateur-3eme-republique/raynal_david0206r3.html
RAYNALDY,Eugène,Aveyron,14 janvier 1930,15 juin 1938,23 décembre 1869,15 juin 1938,raynaldy_eugene0290r3,https://www.senat.fr/senateur-3eme-republique/raynaldy_eugene0290r3.html
RAYNAUD,Clément,Aude,26 juin 1932,21 octobre 1945,11 août 1883,5 août 1960,raynaud_clement0278r3,https://www.senat.fr/senateur-3eme-republique/raynaud_clement0278r3.html
RAYNAUD,Clément,Aude,10 janvier 1939,,11 août 1883,5 août 1960,raynaud_clement0278r3,https://www.senat.fr/senateur-3eme-republique/raynaud_clement0278r3.html
RAZIMBAUD,Jules,Hérault,26 juin 1904,13 octobre 1915,24 août 1837,13 octobre 1915,razimbaud_jules0239r3,https://www.senat.fr/senateur-3eme-republique/razimbaud_jules0239r3.html
RAZIMBAUD,Jules,Hérault,7 janvier 1906,,24 août 1837,13 octobre 1915,razimbaud_jules0239r3,https://www.senat.fr/senateur-3eme-republique/razimbaud_jules0239r3.html
REAL,Gabriel,Loire,7 janvier 1906,20 octobre 1919,29 avril 1845,20 octobre 1919,real_gabriel1352r3,https://www.senat.fr/senateur-3eme-republique/real_gabriel1352r3.html
REBOUL,Camille,Hérault,6 janvier 1924,15 janvier 1939,25 juin 1869,15 janvier 1939,reboul_camille0252r3,https://www.senat.fr/senateur-3eme-republique/reboul_camille0252r3.html
REBOUL,Camille,Hérault,10 janvier 1933,,25 juin 1869,15 janvier 1939,reboul_camille0252r3,https://www.senat.fr/senateur-3eme-republique/reboul_camille0252r3.html
REGISMANSET,Jacques,Seine-et-Marne,4 février 1891,21 décembre 1923,27 janvier 1849,21 décembre 1923,regismanset_jacques1588r3,https://www.senat.fr/senateur-3eme-republique/regismanset_jacques1588r3.html
REGISMANSET,Jacques,Seine-et-Marne,8 novembre 1903,,27 janvier 1849,21 décembre 1923,regismanset_jacques1588r3,https://www.senat.fr/senateur-3eme-republique/regismanset_jacques1588r3.html
REGISMANSET,Jacques,Seine-et-Marne,3 janvier 1909,,27 janvier 1849,21 décembre 1923,regismanset_jacques1588r3,https://www.senat.fr/senateur-3eme-republique/regismanset_jacques1588r3.html
REGISMANSET,Jacques,Seine-et-Marne,11 janvier 1920,,27 janvier 1849,21 décembre 1923,regismanset_jacques1588r3,https://www.senat.fr/senateur-3eme-republique/regismanset_jacques1588r3.html
REGISMANSET,Jacques,Seine-et-Marne,"8 novembre 1903 puis
le 3 janvier 1909",,27 janvier 1849,21 décembre 1923,regismanset_jacques1588r3,https://www.senat.fr/senateur-3eme-republique/regismanset_jacques1588r3.html
REGNAULT DE SAVIGNY DE MONCORPS,Charles,Nièvre,16 juin 1889,2 janvier 1897,17 mars 1836,27 mai 1914,regnault_de_savigny_de_moncorps_charles1261r3,https://www.senat.fr/senateur-3eme-republique/regnault_de_savigny_de_moncorps_charles1261r3.html
REGNIER,Marcel,Allier,11 janvier 1920,9 janvier 1939,16 février 1867,27 juillet 1958,regnier_marcel0044r3,https://www.senat.fr/senateur-3eme-republique/regnier_marcel0044r3.html
REGNIER,Marcel,Allier,9 janvier 1921,,16 février 1867,27 juillet 1958,regnier_marcel0044r3,https://www.senat.fr/senateur-3eme-republique/regnier_marcel0044r3.html
REGNIER,Marcel,Allier,14 janvier 1930,,16 février 1867,27 juillet 1958,regnier_marcel0044r3,https://www.senat.fr/senateur-3eme-republique/regnier_marcel0044r3.html
REGNIER,Marcel,Allier,6 mai 1906,,16 février 1867,27 juillet 1958,regnier_marcel0044r3,https://www.senat.fr/senateur-3eme-republique/regnier_marcel0044r3.html
REIBEL,Charles,Seine-et-Oise,14 janvier 1936,31 décembre 1944,"29 décembre
1882",26 juin 1966,reibel_charles1672r3,https://www.senat.fr/senateur-3eme-republique/reibel_charles1672r3.html
RENARD,Léon,Creuse,29 juillet 1900,3 janvier 1903,12 janvier 1836,22 décembre 1922,renard_leon0642r3,https://www.senat.fr/senateur-3eme-republique/renard_leon0642r3.html
RENAUD,Michel,Basses-Pyrénées,8 janvier 1882,29 janvier 1885,12 avril 1812,29 janvier 1885,renaud_michel1064r3,https://www.senat.fr/senateur-3eme-republique/renaud_michel1064r3.html
RENAUDAT,Alphonse,Aube,22 février 1897,13 janvier 1930,13 février 1850,22 janvier 1933,renaudat_alphonse0232r3,https://www.senat.fr/senateur-3eme-republique/renaudat_alphonse0232r3.html
RENAUDAT,Alphonse,Aube,4 janvier 1903,,13 février 1850,22 janvier 1933,renaudat_alphonse0232r3,https://www.senat.fr/senateur-3eme-republique/renaudat_alphonse0232r3.html
RENAUDAT,Alphonse,Aube,7 janvier 1912,,13 février 1850,22 janvier 1933,renaudat_alphonse0232r3,https://www.senat.fr/senateur-3eme-republique/renaudat_alphonse0232r3.html
RENAUDAT,Alphonse,Aube,9 janvier 1921,,13 février 1850,22 janvier 1933,renaudat_alphonse0232r3,https://www.senat.fr/senateur-3eme-republique/renaudat_alphonse0232r3.html
RENAUDOT,Alcime,Haute-Saône,9 janvier 1927,13 janvier 1936,27 avril 1868,25 juillet 1962,renaudot_alcime1180r3,https://www.senat.fr/senateur-3eme-republique/renaudot_alcime1180r3.html
RENAULT,Léon,Alpes-Maritimes,25 janvier 1885,6 janvier 1894,24 septembre 1839,25 mai 1933,renault_leon0113r3,https://www.senat.fr/senateur-3eme-republique/renault_leon0113r3.html
RENOULT,René,Var,11 janvier 1920,31 décembre 1944 Fonctions exercées au cours de ses,29 août 1867,27 avril 1946,renoult_rene1734r3,https://www.senat.fr/senateur-3eme-republique/renoult_rene1734r3.html
RENOULT,René,Var,9 janvier 1927,,29 août 1867,27 avril 1946,renoult_rene1734r3,https://www.senat.fr/senateur-3eme-republique/renoult_rene1734r3.html
RENOULT,René,Var,14 janvier 1936,,29 août 1867,27 avril 1946,renoult_rene1734r3,https://www.senat.fr/senateur-3eme-republique/renoult_rene1734r3.html
REPIQUET,Léon,Rhône,28 janvier 1900,2 janvier 1909,21 janvier 1851,20 avril 1912,repiquet_leon1148r3,https://www.senat.fr/senateur-3eme-republique/repiquet_leon1148r3.html
REVEILLAUD,Eugène,Charente-Inférieure,7 janvier 1912,8 janvier 1921,30 janvier 1851,28 novembre 1935,reveillaud_eugene0407r3,https://www.senat.fr/senateur-3eme-republique/reveillaud_eugene0407r3.html
REVILLON Michel dit,TONY-REVILLON,Ain,17 novembre 1935,21 octobre 1945,24 avril 1891,11 janvier 1957,revillon_michel0022r3,https://www.senat.fr/senateur-3eme-republique/revillon_michel0022r3.html
REVILLON Michel dit,TONY-REVILLON,Ain,10 janvier 1939,,24 avril 1891,11 janvier 1957,revillon_michel0022r3,https://www.senat.fr/senateur-3eme-republique/revillon_michel0022r3.html
REY,Edouard,Isère,5 janvier 1888,3 avril 1901,13 juillet 1836,,rey_edouard1191r3,https://www.senat.fr/senateur-3eme-republique/rey_edouard1191r3.html
REY,Edouard,Isère,3 janvier 1897,,13 juillet 1836,,rey_edouard1191r3,https://www.senat.fr/senateur-3eme-republique/rey_edouard1191r3.html
REY,Emile,Lot,7 janvier 1906,10 janvier 1920,4 octobre 1838,16 novembre 1922,rey_emile0613r3,https://www.senat.fr/senateur-3eme-republique/rey_emile0613r3.html
REYMOND,Emile,Loire,27 août 1905,22 octobre 1914,9 avril 1865,22 octobre 1914,reymond_emile1338r3,https://www.senat.fr/senateur-3eme-republique/reymond_emile1338r3.html
REYMOND,Emile,Loire,7 janvier 1906,,9 avril 1865,22 octobre 1914,reymond_emile1338r3,https://www.senat.fr/senateur-3eme-republique/reymond_emile1338r3.html
REYMOND,Francisque,Loire,5 janvier 1888,1er juin 1905,15 mai 1829,1er juin 1905,reymond_francisque1336r3,https://www.senat.fr/senateur-3eme-republique/reymond_francisque1336r3.html
REYMOND,Francisque,Loire,3 janvier 1897,,15 mai 1829,1er juin 1905,reymond_francisque1336r3,https://www.senat.fr/senateur-3eme-republique/reymond_francisque1336r3.html
REYMOND,Francisque,Loire,"3
janvier 1897",,15 mai 1829,1er juin 1905,reymond_francisque1336r3,https://www.senat.fr/senateur-3eme-republique/reymond_francisque1336r3.html
REYMONENQ,Victor,Var,3 janvier 1909,23 décembre 1919,6 octobre 1858,3 mars 1933,reymonenq_victor1733r3,https://www.senat.fr/senateur-3eme-republique/reymonenq_victor1733r3.html
REYNALD,Georges,Ariège,7 janvier 1912,13 janvier 1930,16 juin 1866,18 août 1937,reynald_georges0183r3,https://www.senat.fr/senateur-3eme-republique/reynald_georges0183r3.html
REYNALD,Georges,Ariège,9 janvier 1921,,16 juin 1866,18 août 1937,reynald_georges0183r3,https://www.senat.fr/senateur-3eme-republique/reynald_georges0183r3.html
REYNAUD,Joseph,Drôme,11 janvier 1920,6 janvier 1924,11 décembre 1845,6 janvier 1924,reynaud_joseph0717r3,https://www.senat.fr/senateur-3eme-republique/reynaud_joseph0717r3.html
REYNAUD,Joseph,Drôme,9 janvier 1921,,11 décembre 1845,6 janvier 1924,reynaud_joseph0717r3,https://www.senat.fr/senateur-3eme-republique/reynaud_joseph0717r3.html
RIBIERE,Hippolyte,Yonne,30 janvier 1876,29 juin 1885,1er mars 1822,29 juin 1885,ribiere_hippolyte1841r3,https://www.senat.fr/senateur-3eme-republique/ribiere_hippolyte1841r3.html
RIBIERE,Hippolyte,Yonne,8 janvier 1882,,1er mars 1822,29 juin 1885,ribiere_hippolyte1841r3,https://www.senat.fr/senateur-3eme-republique/ribiere_hippolyte1841r3.html
RIBIERE,Marcel,Yonne,20 juillet 1913,10 octobre 1922,19 septembre 1860,10 octobre 1922,ribiere_marcel1846r3,https://www.senat.fr/senateur-3eme-republique/ribiere_marcel1846r3.html
RIBIERE,Marcel,Yonne,11 janvier 1920,,19 septembre 1860,10 octobre 1922,ribiere_marcel1846r3,https://www.senat.fr/senateur-3eme-republique/ribiere_marcel1846r3.html
RIBOT,Alexandre,Pas-de-Calais,3 janvier 1909,13 janvier 1923,7 février 1842,13 janvier 1923,ribot_alexandre0941r3,https://www.senat.fr/senateur-3eme-republique/ribot_alexandre0941r3.html
RIBOT,Alexandre,Pas-de-Calais,11 janvier 1920,,7 février 1842,13 janvier 1923,ribot_alexandre0941r3,https://www.senat.fr/senateur-3eme-republique/ribot_alexandre0941r3.html
RICARD,Henri,,4 janvier 1903,20 octobre 1910,26 août 1849,20 mars 1910,ricard_henri0543r3,https://www.senat.fr/senateur-3eme-republique/ricard_henri0543r3.html
RICHARD,Adrien,Vosges,9 janvier 1927,31 décembre 1944,25 juillet 1866,14 juin 1948,richard_adrien1807r3,https://www.senat.fr/senateur-3eme-republique/richard_adrien1807r3.html
RICHARD,Adrien,Vosges,14 janvier 1936,,25 juillet 1866,14 juin 1948,richard_adrien1807r3,https://www.senat.fr/senateur-3eme-republique/richard_adrien1807r3.html
RICHARD,Jean,Saône-et-Loire,23 février 1908,13 juin 1929,14 juillet 1856,13 juin 1929,richard_jean1211r3,https://www.senat.fr/senateur-3eme-republique/richard_jean1211r3.html
RICHARD,Jean,Saône-et-Loire,3 janvier 1909,,14 juillet 1856,13 juin 1929,richard_jean1211r3,https://www.senat.fr/senateur-3eme-republique/richard_jean1211r3.html
RICHARD,Jean,Saône-et-Loire,11 janvier 1920,,14 juillet 1856,13 juin 1929,richard_jean1211r3,https://www.senat.fr/senateur-3eme-republique/richard_jean1211r3.html
RICHARD,Jean,Saône-et-Loire,9 janvier 1927,,14 juillet 1856,13 juin 1929,richard_jean1211r3,https://www.senat.fr/senateur-3eme-republique/richard_jean1211r3.html
RICHAUD,Léopold,Basses-Alpes,7 janvier 1894,28 mai 1895,13 novembre 1837,28 mai 1895,richaud_leopold0066r3,https://www.senat.fr/senateur-3eme-republique/richaud_leopold0066r3.html
RIFFAULT,Juste,Loir-et-Cher,30 janvier 1876,4 janvier 1879,15 mars 1814,31 mai 1885,riffault_juste0381r3,https://www.senat.fr/senateur-3eme-republique/riffault_juste0381r3.html
RIGAL,Pascal,Tarn,8 janvier 1882,1er juin 1889,9 avril 1827,1er juin 1889,rigal_pascal1680r3,https://www.senat.fr/senateur-3eme-republique/rigal_pascal1680r3.html
RILLARD DE VERNEUIL,Henri,Aisne,6 mai 1934,21 octobre 1945,17 décembre 1870,26 août 1948,rillard_de_verneuil_henri0040r3,https://www.senat.fr/senateur-3eme-republique/rillard_de_verneuil_henri0040r3.html
RILLARD DE VERNEUIL,Henri,Aisne,10 janvier 1939,,17 décembre 1870,26 août 1948,rillard_de_verneuil_henri0040r3,https://www.senat.fr/senateur-3eme-republique/rillard_de_verneuil_henri0040r3.html
RINGOT,François,Pas-de-Calais,15 mai 1892,24 janvier 1914,7 mars 1838,24 janvier 1914,ringot_francois0974r3,https://www.senat.fr/senateur-3eme-republique/ringot_francois0974r3.html
RINGOT,François,Pas-de-Calais,28 janvier 1900,,7 mars 1838,24 janvier 1914,ringot_francois0974r3,https://www.senat.fr/senateur-3eme-republique/ringot_francois0974r3.html
RINGOT,François,Pas-de-Calais,3 janvier 1909,,7 mars 1838,24 janvier 1914,ringot_francois0974r3,https://www.senat.fr/senateur-3eme-republique/ringot_francois0974r3.html
RINGOT,François,Pas-de-Calais,28 janvier 1900,,7 mars 1838,24 janvier 1914,ringot_francois0974r3,https://www.senat.fr/senateur-3eme-republique/ringot_francois0974r3.html
RIO,Alphonse,Morbihan,6 janvier 1924,31 décembre 1941,28 octobre 1873,13 novembre 1949,rio_alphonse0903r3,https://www.senat.fr/senateur-3eme-republique/rio_alphonse0903r3.html
RIO,Alphonse,Morbihan,10 janvier 1933,,28 octobre 1873,13 novembre 1949,rio_alphonse0903r3,https://www.senat.fr/senateur-3eme-republique/rio_alphonse0903r3.html
RIOTTEAU,Emile,Manche,7 janvier 1906,8 avril 1927,18 décembre 1837,8 avril 1927,riotteau_emile1031r3,https://www.senat.fr/senateur-3eme-republique/riotteau_emile1031r3.html
RIOTTEAU,Emile,Manche,11 janvier 1920,,18 décembre 1837,8 avril 1927,riotteau_emile1031r3,https://www.senat.fr/senateur-3eme-republique/riotteau_emile1031r3.html
RIOTTEAU,Emile,Manche,6 janvier 1924,,18 décembre 1837,8 avril 1927,riotteau_emile1031r3,https://www.senat.fr/senateur-3eme-republique/riotteau_emile1031r3.html
RIOU,Charles,Morbihan,11 mars 1900,10 janvier 1920,10 janvier 1840,28 septembre 1927,riou_charles0894r3,https://www.senat.fr/senateur-3eme-republique/riou_charles0894r3.html
RIOU,Charles,Morbihan,7 janvier 1906,,10 janvier 1840,28 septembre 1927,riou_charles0894r3,https://www.senat.fr/senateur-3eme-republique/riou_charles0894r3.html
RISPAL,Auguste,Seine-Inférieure,2 août 1903,2 janvier 1909,25 mai 1836,23 mars 1932,rispal_auguste1614r3,https://www.senat.fr/senateur-3eme-republique/rispal_auguste1614r3.html
RIVALS,Jules,Aude,7 janvier 1894,26 janvier 1894,16 septembre 1851,7 novembre 1920,rivals_jules0268r3,https://www.senat.fr/senateur-3eme-republique/rivals_jules0268r3.html
RIVET,Gustave,Isère,26 juillet 1903,5 janvier 1924,25 février 1848,20 juin 1936,rivet_gustave1198r3,https://www.senat.fr/senateur-3eme-republique/rivet_gustave1198r3.html
RIVET,Gustave,Isère,7 janvier 1906,,25 février 1848,20 juin 1936,rivet_gustave1198r3,https://www.senat.fr/senateur-3eme-republique/rivet_gustave1198r3.html
RIVET,Gustave,Isère,11 janvier 1920,,25 février 1848,20 juin 1936,rivet_gustave1198r3,https://www.senat.fr/senateur-3eme-republique/rivet_gustave1198r3.html
RIVIERE,Louis,Cher,30 janvier 1876,24 janvier 1885,8 juillet 1817,,riviere_louis0433r3,https://www.senat.fr/senateur-3eme-republique/riviere_louis0433r3.html
ROBERT de MASSY,Paul-Alexandre,Loiret,5 janvier 1879,4 janvier 1888,29 septembre 1810,14 mars 1890,robert_de_massy_paul_alexandre0504r3,https://www.senat.fr/senateur-3eme-republique/robert_de_massy_paul_alexandre0504r3.html
ROBERT-DEHAULT,Louis,Haute-Marne,30 janvier 1876,7 juin 1881,22 janvier 1821,7 juin 1881,robert_dehault_louis0868r3,https://www.senat.fr/senateur-3eme-republique/robert_dehault_louis0868r3.html
ROBERT-DEHAULT,Louis,Haute-Marne,5 janvier 1879,,22 janvier 1821,7 juin 1881,robert_dehault_louis0868r3,https://www.senat.fr/senateur-3eme-republique/robert_dehault_louis0868r3.html
ROBERT,Léopold,Vendée,14 janvier 1936,31 décembre 1944,"7 septembre
1878",,robert_leopold1756r3,https://www.senat.fr/senateur-3eme-republique/robert_leopold1756r3.html
ROBERT,Pierre,Loire,8 mai 1927,31 décembre 1941,17 mai 1875,29 octobre 1957,robert_pierre1327r3,https://www.senat.fr/senateur-3eme-republique/robert_pierre1327r3.html
ROBERT,Pierre,Loire,10 janvier 1933,,17 mai 1875,29 octobre 1957,robert_pierre1327r3,https://www.senat.fr/senateur-3eme-republique/robert_pierre1327r3.html
ROBERT,Pierre,Seine-Inférieure,30 janvier 1876,3 janvier 1891,28 janvier 1814,28 avril 1904,robert_pierre1590r3,https://www.senat.fr/senateur-3eme-republique/robert_pierre1590r3.html
ROBERT,Pierre,Seine-Inférieure,8 janvier 1882,,28 janvier 1814,28 avril 1904,robert_pierre1590r3,https://www.senat.fr/senateur-3eme-republique/robert_pierre1590r3.html
ROBIN,Charles,Ain,30 janvier 1876,6 octobre 1885,4 juin 1821,6 octobre 1885,robin_charles0011r3,https://www.senat.fr/senateur-3eme-republique/robin_charles0011r3.html
ROBIN,Charles,Ain,25 janvier 1885,,4 juin 1821,6 octobre 1885,robin_charles0011r3,https://www.senat.fr/senateur-3eme-republique/robin_charles0011r3.html
ROBINET de LA SERVE,Alexandre,La Réunion,19 mars 1876,4 février 1882,30 mars 1821,4 février 1882,robinet_de_la_serve_alexandre0846r3,https://www.senat.fr/senateur-3eme-republique/robinet_de_la_serve_alexandre0846r3.html
ROCHE,Edouard,Ardèche,11 janvier 1920,13 janvier 1930,"3 juin
1871",30 octobre 1941,roche_edouard0134r3,https://www.senat.fr/senateur-3eme-republique/roche_edouard0134r3.html
ROCHE,Edouard,Ardèche,9 janvier 1921,,"3 juin
1871",30 octobre 1941,roche_edouard0134r3,https://www.senat.fr/senateur-3eme-republique/roche_edouard0134r3.html
RODEZ-BENAVENT,Marie,Hérault,30 janvier 1876,4 janvier 1879,27 août 1817,13 septembre 1883,rodez_benavent_marie0242r3,https://www.senat.fr/senateur-3eme-republique/rodez_benavent_marie0242r3.html
ROGE,Gaston,Meurthe-et-Moselle,10 janvier 1933,31 décembre 1941,28 novembre 1886,22 septembre 1963,roge_gaston0949r3,https://www.senat.fr/senateur-3eme-republique/roge_gaston0949r3.html
ROGER DU NORD,Edouard,Inamovible,10 décembre 1875,11 juin 1881,20 novembre 1803,11 juin 1881,roger_du_nord_edouard1528r3,https://www.senat.fr/senateur-3eme-republique/roger_du_nord_edouard1528r3.html
ROGER,Jean,Dordogne,25 janvier 1885,6 juillet 1901,3 février 1831,16 décembre 1907,roger_jean0655r3,https://www.senat.fr/senateur-3eme-republique/roger_jean0655r3.html
ROGER,Jean,Dordogne,7 janvier 1894,,3 février 1831,16 décembre 1907,roger_jean0655r3,https://www.senat.fr/senateur-3eme-republique/roger_jean0655r3.html
ROGER-MARVAISE,Théophile,Ille-et-Vilaine,5 janvier 1879,4 janvier 1888,7 juillet 1831,25 août 1909,roger_marvaise_theophile0537r3,https://www.senat.fr/senateur-3eme-republique/roger_marvaise_theophile0537r3.html
ROLAND,Léon,Oise,11 janvier 1920,27 mars 1924,7 juin 1858,27 mars 1924,roland_leon0879r3,https://www.senat.fr/senateur-3eme-republique/roland_leon0879r3.html
ROLAND,Léon,Oise,6 janvier 1924,,7 juin 1858,27 mars 1924,roland_leon0879r3,https://www.senat.fr/senateur-3eme-republique/roland_leon0879r3.html
ROLLAND,Camille,Rhône,9 janvier 1927,31 décembre 1944,10 novembre 1875,17 juillet 1964,rolland_camille1131r3,https://www.senat.fr/senateur-3eme-republique/rolland_camille1131r3.html
ROLLAND,Camille,Rhône,14 janvier 1936,,10 novembre 1875,17 juillet 1964,rolland_camille1131r3,https://www.senat.fr/senateur-3eme-republique/rolland_camille1131r3.html
ROLLAND,Léon,Tarn-et-Garonne,4 janvier 1891,1er mai 1912,7 janvier 1831,1er mai 1912,rolland_leon1715r3,https://www.senat.fr/senateur-3eme-republique/rolland_leon1715r3.html
ROLLAND,Léon,Tarn-et-Garonne,28 janvier 1900,,7 janvier 1831,1er mai 1912,rolland_leon1715r3,https://www.senat.fr/senateur-3eme-republique/rolland_leon1715r3.html
ROLLAND,Léon,Tarn-et-Garonne,3 janvier 1909,,7 janvier 1831,1er mai 1912,rolland_leon1715r3,https://www.senat.fr/senateur-3eme-republique/rolland_leon1715r3.html
RONJAT,Abel,Isère,5 janvier 1879,25 novembre 1884,29 janvier 1827,26 décembre 1892,ronjat_abel1195r3,https://www.senat.fr/senateur-3eme-republique/ronjat_abel1195r3.html
ROQUES,François,Lot,5 janvier 1879,6 novembre 1882,11 mai 1806,6 novembre 1882,roques_francois0602r3,https://www.senat.fr/senateur-3eme-republique/roques_francois0602r3.html
ROUART,Eugène,Haute-Garonne,10 janvier 1933,6 juillet 1936,22 août 1872,6 juillet 1936,rouart_eugene0097r3,https://www.senat.fr/senateur-3eme-republique/rouart_eugene0097r3.html
ROUBY,Hippolyte,Corrèze,7 juillet 1907,21 décembre 1920,29 mai 1860,21 décembre 1920,rouby_hippolyte0467r3,https://www.senat.fr/senateur-3eme-republique/rouby_hippolyte0467r3.html
ROUBY,Hippolyte,Corrèze,7 janvier 1912,,29 mai 1860,21 décembre 1920,rouby_hippolyte0467r3,https://www.senat.fr/senateur-3eme-republique/rouby_hippolyte0467r3.html
ROULAND,Hippolyte,Seine-Inférieure,24 avril 1892,30 mai 1898,6 octobre 1831,30 mai 1898,rouland_hippolyte1594r3,https://www.senat.fr/senateur-3eme-republique/rouland_hippolyte1594r3.html
ROULAND,Julien,Seine-Inférieure,16 juin 1912,9 janvier 1927,27 juin 1860,1er février 1937,rouland_julien1587r3,https://www.senat.fr/senateur-3eme-republique/rouland_julien1587r3.html
ROULAND,Julien,Seine-Inférieure,11 janvier 1920,,27 juin 1860,1er février 1937,rouland_julien1587r3,https://www.senat.fr/senateur-3eme-republique/rouland_julien1587r3.html
ROUSE,Albert,Somme,3 janvier 1909,10 janvier 1920,5 avril 1854,16 novembre 1938,rouse_albert1671r3,https://www.senat.fr/senateur-3eme-republique/rouse_albert1671r3.html
ROUSSEAU,Armand,Finistère,6 octobre 1895,10 décembre 1896,24 août 1835,10 décembre 1896,rousseau_armand0808r3,https://www.senat.fr/senateur-3eme-republique/rousseau_armand0808r3.html
ROUSSEAU,Gervais,Creuse,23 février 1896,29 avril 1900,1er janvier 9999,,rousseau_gervais0640r3,https://www.senat.fr/senateur-3eme-republique/rousseau_gervais0640r3.html
ROUSSEL,Edouard,Nord,12 juin 1932,31 décembre 1941,28 février 1890,15 décembre 1965,roussel_edouard1407r3,https://www.senat.fr/senateur-3eme-republique/roussel_edouard1407r3.html
ROUSSEL,Edouard,Nord,10 janvier 1933,,28 février 1890,15 décembre 1965,roussel_edouard1407r3,https://www.senat.fr/senateur-3eme-republique/roussel_edouard1407r3.html
ROUSSEL,Emile,Aisne,22 mars 1925,21 octobre 1945,4 mai 1880,5 juin 1947,roussel_emile0027r3,https://www.senat.fr/senateur-3eme-republique/roussel_emile0027r3.html
ROUSSEL,Emile,Aisne,14 janvier 1930,,4 mai 1880,5 juin 1947,roussel_emile0027r3,https://www.senat.fr/senateur-3eme-republique/roussel_emile0027r3.html
ROUSSEL,Emile,Aisne,10 janvier 1939,,4 mai 1880,5 juin 1947,roussel_emile0027r3,https://www.senat.fr/senateur-3eme-republique/roussel_emile0027r3.html
ROUSSEL,Théophile,Lozère,5 janvier 1879,27 septembre 1903,27 juillet 1816,27 septembre 1903,roussel_theophile0853r3,https://www.senat.fr/senateur-3eme-republique/roussel_theophile0853r3.html
ROUSSEL,Théophile,Lozère,5 janvier 1888,,27 juillet 1816,27 septembre 1903,roussel_theophile0853r3,https://www.senat.fr/senateur-3eme-republique/roussel_theophile0853r3.html
ROUSSEL,Théophile,Lozère,3 janvier 1897,,27 juillet 1816,27 septembre 1903,roussel_theophile0853r3,https://www.senat.fr/senateur-3eme-republique/roussel_theophile0853r3.html
ROUSTAN,Marius,Hérault,11 janvier 1920,31 décembre 1941,20 février 1870,3 février 1942,roustan_marius0246r3,https://www.senat.fr/senateur-3eme-republique/roustan_marius0246r3.html
ROUSTAN,Marius,Hérault,6 janvier 1924,,20 février 1870,3 février 1942,roustan_marius0246r3,https://www.senat.fr/senateur-3eme-republique/roustan_marius0246r3.html
ROUSTAN,Marius,Hérault,10 janvier 1933,,20 février 1870,3 février 1942,roustan_marius0246r3,https://www.senat.fr/senateur-3eme-republique/roustan_marius0246r3.html
ROUVIER,Maurice,Alpes-Maritimes,4 janvier 1903,7 juin 1911,17 avril 1842,7 juin 1911,rouvier_maurice0115r3,https://www.senat.fr/senateur-3eme-republique/rouvier_maurice0115r3.html
ROUVIER,Paul,Charente-Inférieure,28 avril 1901,6 janvier 1912,25 mai 1829,26 juillet 1918,rouvier_paul0406r3,https://www.senat.fr/senateur-3eme-republique/rouvier_paul0406r3.html
ROUVIER,Paul,Charente-Inférieure,4 janvier 1903,,25 mai 1829,26 juillet 1918,rouvier_paul0406r3,https://www.senat.fr/senateur-3eme-republique/rouvier_paul0406r3.html
ROUX-FREISSINENG,Pierre,,31 décembre 1933,31 décembre 1944,27 mai 1863,20 décembre 1952,roux_freissineng_pierre1827r3,https://www.senat.fr/senateur-3eme-republique/roux_freissineng_pierre1827r3.html
ROUX-FREISSINENG,Pierre,,14 janvier 1936,,27 mai 1863,20 décembre 1952,roux_freissineng_pierre1827r3,https://www.senat.fr/senateur-3eme-republique/roux_freissineng_pierre1827r3.html
ROY DE LOULAY,Pierre,Charente-Inférieure,30 janvier 1876,24 janvier 1885,"26 août
1818",,roy_de_loulay_pierre0415r3,https://www.senat.fr/senateur-3eme-republique/roy_de_loulay_pierre0415r3.html
ROY,Eugène,Puy-de-Dôme,14 janvier 1936,30 août 1938,12 mars 1882,30 août 1938,roy_eugene1007r3,https://www.senat.fr/senateur-3eme-republique/roy_eugene1007r3.html
ROY,Henri,Loiret,11 janvier 1920,31 décembre 1941 Fonctions exercées au cours de ses,17 février 1873,23 août 1950,roy_henri0510r3,https://www.senat.fr/senateur-3eme-republique/roy_henri0510r3.html
ROY,Henri,Loiret,6 janvier 1924,,17 février 1873,23 août 1950,roy_henri0510r3,https://www.senat.fr/senateur-3eme-republique/roy_henri0510r3.html
